EVTTITLE20003;The Conversion of [converting_king.PrimaryTitle.GetName];;;;;;;;;;;[sponsoring_king.GetMassBaptismEventTitle];;x
EVTDESCHFA20364;My celebrations have been interrupted by a heated argument between [From.GetTitledFirstName] and [coronation_priest.GetTitledFirstName] about the nature of devotion. I should probably put a stop to this before things escalate further.;;;;;;;;;;;Âî âðåìÿ òîðæåñòâåííûõ ìåðîïðèÿòèé ïî ñëó÷àþ êîðîíàöèè [From.GetTitledFirstName] è [coronation_priest.GetTitledFirstName] çàòåÿëè ãîðÿ÷èé ñïîð - îíè íå ñîøëèñü âî ìíåíèÿõ ïî âîïðîñàì ïðèðîäû íàáîæíîñòè. Âîçìîæíî, ìíå ñëåäóåò ïîëîæèòü ýòîìó êîíåö, ïîêà ñèòóàöèÿ íå âûøëà èç ïîä êîíòðîëÿ.;;x
EVTDESCHFA20366;I kneel before [coronation_priest.GetTitledFirstName] as a host of Electors and vassals surrounds us in complete silence. The Pope blesses me as he prepares himself to place the Imperial Crown upon my head and proclaim me [coronation_ruler.GetTitle] of the [roman.GetName]s by grace of [Root.Religion.GetHighGodName], and protector of all [GetChristendomOrRandom].;;;;;;;;;;;ß ïðåêëîíèë[Root.GetEndA] êîëåíî, îêðóæ¸íí[Root.GetAyaYy] âûáîðùèêàìè è âàññàëàìè, áåçìîëâíî íàáëþäàâøèìè çà ïðîèñõîäÿùèì. Ïàïà áëàãîñëîâèë[coronation_priest.GetEndA] ìåíÿ, à çàòåì îïóñòèë[coronation_priest.GetEndA] èìïåðñêóþ êîðîíó íà ìîþ ãîëîâó è ïðîâîçãëàñèë[coronation_priest.GetEndA], ÷òî òåïåðü ÿ ìèëîñòüþ [Root.GetReligionHighGodGEN] [coronation_ruler.GetTitle] âñåõ [_ðèìëÿí] è çàùèòíè[Root.GetTsaK] [_õðèñòèàí].;;x
EVTDESCHFA20367;[coronation_ruler.GetTitledFirstName] kneels before [coronation_priest.GetTitledFirstName] as [coronation_ruler.GetHerHis] host of Electors and vassals surrounds them in complete silence. The Pope blesses [coronation_ruler.GetHerHim] before placing the Imperial Crown upon [coronation_ruler.GetFirstName]'s head and proclaiming [coronation_ruler.GetHerHim] [coronation_ruler.GetTitle] of the Romans by grace of [Root.Religion.GetHighGodName], and protector of all [GetChristendomOrRandom].;;;;;;;;;;;[coronation_ruler.GetTitledFirstName] ïðåêëîíèë[coronation_ruler.GetEndA] êîëåíî ïåðåä Ïàïîé â îêðóæåíèè âûáîðùèêîâ è âàññàëîâ, áåçìîëâíî íàáëþäàâøèõ çà ïðîèñõîäÿùèì. Ïàïà áëàãîñëîâèë[coronation_priest.GetEndA] [coronation_ruler.GetHersHis], à çàòåì îïóñòèë[coronation_priest.GetEndA] èìïåðñêóþ êîðîíó íà [coronation_ruler.GetHersHis] ãîëîâó è ïðîâîçãëàñèë[coronation_priest.GetEndA], ÷òî òåïåðü [coronation_ruler.GetSheHe] ìèëîñòüþ [coronation_ruler.GetReligionHighGodGEN] [coronation_ruler.GetTitle] âñåõ [_ðèìëÿí] è çàùèòíè[coronation_ruler.GetTsaK] [_õðèñòèàí].;;x
EVTDESCHFA20368;[coronation_ruler.GetFullName] has been crowned [coronation_ruler.GetTitle] by [coronation_priest.GetTitledFirstName], thus legitimizing [coronation_ruler.GetHerHis] divine right to rule.;;;;;;;;;;;[coronation_ruler.GetFullName] áûë[coronation_ruler.GetEndA] êîðîíîâàí[coronation_ruler.GetEndA], è òåïåðü [coronation_ruler.GetSheHe] çàêîíí[coronation_ruler.GetAyaYy] [coronation_ruler.GetTitle]. [coronation_priest.GetTitledFirstName] êîðîíîâàë[coronation_priest.GetEndA], [coronation_ruler.GetHersHis], óçàêîíèâ òàêèì îáðàçîì [coronation_ruler.GetHersHis] ñâÿùåííîå ïðàâî íà òðîí.;;x
EVTDESCHFA20369;With the ceremony finally concluded and every guest returned home, I can resume my duties as [Root.GetTitle]: now that I have officially received the blessing of the [Root.Religion.GetName] Church, the legitimacy of my divine right to rule is beyond doubt.;;;;;;;;;;;Òåïåðü, êîãäà öåðåìîíèÿ, íàêîíåö, çàâåðøèëàñü è ãîñòè ðàçúåõàëèñü ïî äîìàì, ÿ ìîãó ïðèñòóïèòü ê ñâîèì îáÿçàííîñòÿì. Ñ îôèöèàëüíûì áëàãîñëîâåíèåì [Root.GetRelAdj]ñêîé Öåðêâè ìî¸ ñâÿùåííîå ïðàâî íà òðîí òåïåðü âíå âñÿêèõ ñîìíåíèé.;;x
EVTDESCHFA20371;The Pope was baffled when I reached for the Imperial Crown in the middle of the ceremony and snatched away the golden circlet from his hands. Amongst the general amazement of the crowd of noblemen around us, I announced that from this day forward the Papacy would hold no longer any power over the Imperial throne, as it was the case for all Roman Emperors of old.;;;;;;;;;;;Ïàïà áûë[coronation_priest.GetEndA] ñáèò[coronation_priest.GetEndA] ñ òîëêó, êîãäà âî âðåìÿ öåðåìîíèè ÿ ïîòÿíó[Root.GetLasLsya] ê èìïåðàòîðñêîé êîðîíå è âûõâàòèë[Root.GetEndA] å¸ èç [coronation_priest.GetHersHis] ðóê. Ê âñåîáùåìó óäèâëåíèþ ïðåäñòàâèòåëåé çíàòè, ñîáðàâøèõñÿ âîêðóã íàñ, ÿ îáúÿâèë[Root.GetEndA], ÷òî ñ ýòîãî äíÿ ïàïñòâî áîëüøå íå áóäåò èìåòü âëàñòè íàä èìïåðñêèì ïðåñòîëîì, êàê ýòî èìåëî ìåñòî äëÿ [_ðèì]ñêèõ èìïåðàòîðîâ ïðîøëîãî.;;x
EVTDESCHFA20376;The people of [Root.Capital.GetName] are growing more and more restless every year. A [Root.GetTitle] who has not been anointed by the Church will never be seen as legitimate in the eye of any good [Root.Religion.GetName].;;;;;;;;;;;[Root.Capital.County.GetAdjective]ñêèå æèòåëè ñ êàæäûì ãîäîì ñòàíîâÿòñÿ âñ¸ áåñïîêîéíåå. Èñòèííûå [Root.GetReligionGroupPersons] íèêîãäà íå ñìèðÿòñÿ ñ òåì, ÷òî èìè ïðàâèò [Root.GetTitle], êîòîð[Root.GetAyaYy] íå áûë[Root.GetEndA] ïîìàçàí[Root.GetEndA] Ñâÿòîé Öåðêîâüþ.;;x
EVTDESCHFA20377;Month after month, I receive news about another one of the Bishops of [Root.PrimaryTitle.GetName] accusing me of wickedness during one of his sermons. For as long as I have not been officially crowned [Root.GetTitle], the clergy will take every opportunity to further undermine my rule.;;;;;;;;;;;"Ìåñÿö çà ìåñÿöåì äî ìåíÿ äîõîäÿò âåñòè, ÷òî î÷åðåäíîé [Root.PrimaryTitle.GetAdjective]ñêèé åïèñêîï âî âðåìÿ ñâîåé ïðîïîâåäè íàçâàë ìåíÿ ""ïîðî÷íûì"". Äî òåõ ïîð, ïîêà ÿ íå áóäó îôèöèàëüíî êîðîíîâàí[Root.GetEndA], äóõîâåíñòâî áóäåò èñïîëüçîâàòü ëþáóþ âîçìîæíîñòü, ÷òîáû ïîäîðâàòü ìîþ âëàñòü.";;x
EVTDESCHFA20378;I cannot believe my [GetFromRelation] [From.GetFirstName] has still not managed to be officially crowned [From.GetTitle]. Not only is [From.GetHerHis] display of weakness a threat to realm peace: tales of [From.GetHerHis] incompetence will surely drag my name in the mud alongside [From.GetHerHis].;;;;;;;;;;;Íå ìîãó ïîâåðèòü, ÷òî ì[From.GetOyaOy] [From.GetRootRelation] [From.GetFirstName] âñ¸ åù¸ îôèöèàëüíî íå êîðîíîâàí[From.GetEndA]. Ìàëî òîãî, ÷òî òàêîå ïðîÿâëåíèå ñëàáîñòè ìîæåò óãðîæàòü ìèðó è ñòàáèëüíîñòè â [From.GetHersHis] ãîñóäàðñòâå, òàê åù¸ è ðàññêàçû î [From.GetHersHis] íåêîìïåòåíòíîñòè íàâåðíÿêà íåãàòèâíî ñêàæóòñÿ íà ìîåé ðåïóòàöèè.;;x
EVTDESCHFA20379;My [GetFromRelation] [From.GetFirstName] stormed my private study this evening, berating me for not having managed to legitimize my rule over [Root.PrimaryTitle.GetName] with a proper Coronation Ceremony yet.;;;;;;;;;;;Ì[From.GetOyaOy] [From.GetRootRelation] [From.GetFirstName] âîðâà[From.GetLasLsya] â ìîé êàáèíåò. [From.GetSheHeCap] óïðåêàåò ìåíÿ â òîì, ÷òî ìíå äî ñèõ ïîð íå óäàëîñü óçàêîíèòü ñâî¸ ïðàâëåíèå [Root.PrimaryTitle.GetAdjective]ñêèì ãîñóäàðñòâîì, âåäü ÿ âñ¸ åù¸ íå êîðîíîâàí[Root.GetEndA].;;x
EVTDESCHFA20380;The nerve of [From.GetFirstName]! [From.GetSheHeCap] dared to deflect my just criticisms of [From.GetHerHis] misconduct by pointing out that I have also yet to prove my legitimacy as [Root.GetTitle] before God. Sometimes I truly cannot stand [From.GetHerHim].;;;;;;;;;;;Êàê æå [From.GetFirstName] ìåíÿ áåñèò! [From.GetSheHeCap] ïîñìåë[From.GetEndA] îòâåðãíóòü ìîè îáâèíåíèÿ â òîì, ÷òî [From.GetSheHe] äî ñèõ ïîð íå êîðîíîâàí[From.GetEndA], óêàçàâ ìíå, ÷òî â ãëàçàõ [Root.GetReligionHighGodGEN] ÿ è ñàì[Root.GetEndA] - íå çàêîííûé ïðàâèòåëü. Èíîãäà ÿ ãîòîâ[Root.GetEndA] [From.GetHersHis] óáèòü!;;x
EVTDESCHFA20381;After listening to my harsh words, [From.GetFirstName] assured me that [From.GetSheHe] understands perfectly the severity of our situation and has already put in motion [From.GetHerHis] plans to solve the issue as soon as possible.;;;;;;;;;;;Âûñëóøàâ ìîè ðåçêèå ñëîâà, [From.GetFirstName] çàâåðèë[From.GetEndA] ìåíÿ, ÷òî ïðåêðàñíî ïîíèìàåò ñåðü¸çíîñòü ñèòóàöèè è óæå ðàáîòàåò íàä ïëàíàìè ïî ñêîðåéøåìó ðåøåíèþ ïðîáëåìû.;;x
EVTDESCHFA20382;As I was berating [From.GetFirstName] for [From.GetHerHis] failings as [From.GetTitle], [From.GetSheHe] decided to drown my complaints in a kiss, and whispered to me that I should stop my bickering and join [From.GetHerHim] in [From.GetHerHis] chambers instead.;;;;;;;;;;;[From.GetFirstName] âûñëóøàë[From.GetEndA] ìîè ãíåâíûå óïð¸êè â òîì, ÷òî [From.GetSheHe] äî ñèõ ïîð íå êîðîíîâàí[From.GetEndA], à ïîòîì æàäíî íàáðîñè[From.GetLasLsya] íà ìåíÿ ñ ïîöåëóÿìè, ñðûâàÿ îäåæäó.;;x
EVTDESCHFA20383;It seems my [GetFromRelation] was not in the mood tonight. My attempt to distract [From.GetHerHim] from the issue of my pending coronation did not end quite well...;;;;;;;;;;;Ïîõîæå, ì[From.GetOyaOy] [From.GetRootRelation] ñåãîäíÿ íå â íàñòðîåíèè. Ìîÿ ïîïûòêà ðàçðåøèòü íàøó ññîðó ïî ïîâîäó êîðîíàöèè ÷åðåç ïîñòåëü ëèøü óñóãóáèëà ñèòóàöèþ. [From.GetSheHeCap] ðåçêî îòòîëêíóë[From.GetEndA] ìåíÿ è âåëåë[From.GetEndA] ïðåêðàòèòü...;;x
EVTDESCHFA20384;My liege's rule has yet to be properly legitimized by the holy right of coronation. I must inform [From.GetHerHim] that [From.GetHerHis] current condition is becoming a hindrance to my work as Chancellor of [From.PrimaryTitle.GetName].;;;;;;;;;;;Ïðàâî ìîå[Root.Liege.GetYGo] [Root.Liege.GetLordLadyGEN] íà òðîí íå áûëî óçàêîíåíî äîëæíûì îáðàçîì. ß äîëæ[Root.GetNaEn] ñîîáùèòü [From.GetHerHim], ÷òî ïîêà [From.GetSheHe] íå êîðîíîâàí[From.GetEndA], ìîè âîçìîæíîñòè êàê [From.GetHersHis] äèïëîìàòè÷åñêîãî ñîâåòíèêà âåñüìà îãðàíè÷åíû.;;x
EVTDESCHFA20385;My Chancellor informed me today that my prolonged lack of legitimization in the eyes of the [Root.Religion.GetName] Church is seriously damaging all diplomatic missions of my realm.;;;;;;;;;;;Ñåãîäíÿ ìîé êàíöëåð ñîîáùèë[From.GetEndA] ìíå, ÷òî äëèòåëüíîå îòñòóòñòâèå ëåãèòèìíîñòè ìîåé âëàñòè â ãëàçàõ [Root.GetRelAdj]ñêîé Öåðêâè ñåðü¸çíî âðåäèò äèïëîìàòè÷åñêîé ïîçèöèè ìîåãî ãîñóäàðñòâà.;;x
EVTDESCHFA20386;I can no longer suffer to serve under a wicked [From.GetTitle] who has yet to have [From.GetHerHis] rule be legitimized by the blessing of the Church. It is time that I make my disapproval known beyond doubt.;;;;;;;;;;;Êàê ÿ ìîãó âûïîëíÿòü ñâîè îáÿçàííîñòè äóõîâíèêà, êîãäà ì[Root.Liege.GetOyaOy] [Root.Liege.GetLordLady] äî ñèõ ïîð íå êîðîíîâàí[Root.Liege.GetEndA] è íå ïîëó÷èë[Root.Liege.GetEndA] áëàãîñëîâåíèå Ñâÿòîé Öåðêâè. Ïðèøëî âðåìÿ âûðàçèòü ñâî¸ íåñîãëàñèå.;;x
EVTDESCHFA20387;In a brazen display of disrespect, [From.GetTitledFirstName] proclaimed that [From.GetSheHe] would no longer serve as the Court Chaplain of a wicked [Root.GetTitle] whose rule is still yet to be legitimized by the blessing of the Church.;;;;;;;;;;;Ïðîÿâèâ ÿâíîå íåóâàæåíèå, [From.GetTitledFirstName] ñåãîäíÿ çàÿâèë[From.GetEndA], ÷òî ïîðî÷íûé ïðàâèòåëü, âëàñòü êîòîðîãî íå áëàãîñëîâëåíà Öåðêîâüþ, íå çàñëóæèâàåò òîãî, ÷òîáû ïðèäâîðíûé äóõîâíèê [From.GetHerHim] ñëóæèë.;;x
EVTDESCHFA20388;Some time has passed, but I still cannot come to terms with how modest and secluded my coronation has been. Is it worthy of an [Root.GetTitle] to have [Root.GetHerHis] divine right to rule be recognized in the most meager of fashions?;;;;;;;;;;;Ïðîøëî óæå íåêîòîðîå âðåìÿ, à ÿ âñ¸ íå ìîãó ðåøèòü, íàñêîëüêî ñêðîìíîé è óåäèí¸ííîé äîëæíà áûòü ìîÿ êîðîíàöèÿ. È âîîáùå, ÿâëÿþòñÿ ëè ðîñêîøü è áîãàòñòâî ìåðèëîì çàêîííîñòè ñâÿùåííîãî ïðàâà ìîíàðõà íà òðîí?;;x
EVTDESCHFA20389;Though some time has now passed since my coronation, the good people of [Root.Capital.GetName] are still in a festive mood, glad to finally see their [Root.GetTitle]'s status be recognized by the Church. It would be nice to see my subjects continue to celebrate my rise to the throne, if it were not for the fact that they are also using this as an excuse to work less.;;;;;;;;;;;Õîòÿ ñ ìîìåíòà ìîåé êîðîíàöèè ïðîøëî íåêîòîðîå âðåìÿ, [Root.Capital.County.GetAdjective]ñêèå æèòåëè âñ¸ åù¸ ïðåáûâàþò â ïðàçäíè÷íîì íàñòðîåíèè, ðàäóÿñü, ÷òî èõ [Root.GetTitle], íàêîíåö, ïðèçíàí[Root.GetEndA] Ñâÿòîé Öåðêîâüþ. Â òàêîì ïîâåäåíèè íå áûëî áû íè÷åãî äóðíîãî, åñëè áû íå òîò ôàêò, ÷òî îíè èñïîëüçóþò ïðàçäíèê êàê ïðåäëîã, ÷òîáû íå âîçâðàùàòüñÿ ê ðàáîòå.;;x
EVTDESCHFA20390;Word of the lavish period of celebration that surrounded my coronation has spread across the realm and beyond. My name will be forever associated with prestige and wealth.;;;;;;;;;;;Ñëóõè î äîëãèõ è ðîñêîøíûõ òîðæåñòâàõ ïî ñëó÷àþ ìîåé êîðîíàöèþ ðàñïðîñòðàíèëèñü ïî âñåé ñòðàíå è çà å¸ ïðåäåëàìè. Îòíûíå ìî¸ èìÿ áóäåò àññîöèèðîâàòüñÿ ñ ïðåñòèæåì è áîãàòñòâîì.;;x
EVTDESCHFA20391;The great celebrations that surrounded my coronation concluded a while ago, but the trade and wealth they have brought to [Root.Capital.GetName] are still lingering, an unexpected consequence of my generosity.;;;;;;;;;;;Ðîñêîøíûå òîðæåñòâà ïî ñëó÷àþ ìîåé êîðîíàöèè çàâåðøèëèñü íåêîòîðîå âðåìÿ íàçàä, íî òóò îáíàðóæèëîñü íåîæèäàííîå ñëåäñòâèå ìîåé ùåäðîñòè. Ðàñöâåò [Root.Capital.County.GetAdjective]ñêîé òîðãîâëè ïðèí¸ñ íàì èçâåñòíîñòü è áîãàòñòâî.;;x
EVTDESCHFA20392;I am still thinking about [FromFrom.GetTitledFirstName]'s coronation. While I was forced by Fate to be crowned alone and in misery, [FromFrom.GetSheHe] flaunted [FromFrom.GetHerHis] munificence with all [FromFrom.GetHerHis] guests and put up a spectacle that will be remembered for years to come...;;;;;;;;;;;ß âñ¸ åù¸ äóìàþ î òîì, êàê êîðîíîâà[FromFrom.GetLasLsya] [FromFrom.GetTitledFirstName]. ß ñàì[Root.GetEndA] áûë[Root.GetEndA] âûíóæäåí[Root.GetEndA] îáîéòèñü ñêðîìíîé è óåäèí¸ííîé öåðåìîíèåé êîðîíàöèè, íî [FromFrom.GetSheHe] âûêàçàë[FromFrom.GetEndA] íåâèäàííóþ ùåäðîñòü è óñòðîèë[FromFrom.GetEndA] ñâîèì ãîñòÿì çðåëèùå, êîòîðîå îíè çàïîìíÿò íà äîëãèå ãîäû...;;x
EVTDESCHFA20394;Now that I am [Root.GetTitle], tradition demands that I travel to [Root.Liege.Capital.GetName] and offer homage to [Root.Liege.GetTitledFirstName], the divinely-appointed ruler of [Root.Liege.PrimaryTitle.GetName].;;;;;;;;;;;Òåïåðü, êîãäà ÿ [Root.GetTitle], ñîãëàñíî òðàäèöèè ÿ äîëæ[Root.GetNaEn] îòïðàâèòüñÿ â [Root.Liege.Capital.GetHoldingPlace] [Root.Liege.Capital.GetName], ãäå ïðàâèò [Root.Liege.GetTitledFirstName], è ïðèíåñòè [Root.Liege.GetHerHim] ôåîäàëüíóþ ïðèñÿãó êàê ñâîå[Root.Liege.GetYMu] [Root.Liege.GetLordLadyDAT].;;x
