# Vanilla
alcohol_gift_decision;Send Alcohol Gift;;;;;;;;;;;Ïîäàðèòü [GetAlcoholContainerType] [From.GetAlcoholGEN];;x
devil_worshipers_dark_healing;Dark Healing;;;;;;;;;;;Ò¸ìíîå èñöåëåíèå;;x
devil_worshipers_dark_healing_desc;By using their dark magic devil worshipers can heal themselves, sometimes from the most grievous injuries.;;;;;;;;;;;Ïðè ïîìîùè ò¸ìíûõ ñèë ñëóãè äüÿâîëà ìîãóò èñöåëÿòü ñåáÿ, ïîðîé äàæå îò ñàìûõ óæàñíûõ òðàâì è ðàíåíèé.;;x
devil_worshipers_dark_healing_power_desc;Enables §Gright-clicking§! on your character's portrait in order to perform a dark ritual to heal yourself, in exchange for §Y[Root.Society.GetCurrency]§!.;;;;;;;;;;;Êëèêíóâ §Gïðàâîé êíîïêîé ìûøè§! íà ñâî¸ì ïîðòðåòå, Âû ìîæåòå ñîâåðøèòü ò¸ìíûé ðèòóàë, ÷òîáû âûëå÷èòü ñåáÿ â îáìåí íà §Y[Root.Society.GetCurrency]§!.;;x
devil_worshipers_demonic_possession;Demonic Possession;;;;;;;;;;;Ïîäñåëèòü äåìîíà;;x
devil_worshipers_demonic_possession_desc;Attempt to possess §Y[Root.GetTitledFirstName]§! with a [From.GetDWDemon], making [Root.GetHerHim] fanatically loyal to you. This may have repercussions upon your soul!;;;;;;;;;;;Åñëè §Y[Root.GetTitledFirstName]§! ñòàíåò îäåðæèì[Root.GetEndA], è [From.GetDWDemon] çàâëàäååò [Root.GetHersHis] òåëîì, [Root.GetSheHe] áóäåò ôàíàòè÷íî ïðåäàí[Root.GetEndA] Âàì, îäíàêî ýòî ìîæåò ïîâëèÿòü íà Âàøó äóøó!;;x
devil_worshipers_demonic_possession_power_desc;Enables §Gright-clicking§! the portraits of your vassals, courtiers, and rivals, in an attempt to possess them with a fanatically loyal demon...;;;;;;;;;;;Ïîçâîëÿåò, êëèêíóâ §Gïðàâîé êíîïêîé ìûøè§! íà ïîðòðåòå îäíîãî èç Âàøèõ âàññàëîâ, ïðèäâîðíûõ è âðàãîâ, ïðåäïðèíÿòü ïîïûòêó ïîäñåëèòü ïðåäàííîãî Âàì äåìîíà â óêàçàííîå òåëî...;;x
devil_worshipers_induction;Induct into [From.Society.GetName];;;;;;;;;;;Âîâëå÷ü â ðÿäû [From.GetSocietyNameGEN];;x
devil_worshipers_induction_desc;Use every method of persuasion to convince §Y[Root.GetTitledName]§! to join §Y[From.Society.GetName]§!.;;;;;;;;;;;Èñïîëüçîâàòü ëþáûå ìåòîäû, ÷òîáû §Y[Root.GetTitledFirstName]§! âñòóïèë[Root.GetEndA] â îáùåñòâî §Y[From.GetSocietyNameGEN]§!.;;x
devil_worshipers_invite_disciple_of_devil;Invite Disciple of [Root.GetDWDevil];;;;;;;;;;;Ïðèãëàñèòü ñëóãó [Root.GetDWDevilGEN];;x
devil_worshipers_invite_disciple_of_devil_desc;As the [Root.GetSocietyRank] of [Root.Society.GetName], §Y[Root.GetTitledFirstName]§! can invite a disciple of [Root.GetDWDevil] to join [Root.GetHerHis] court.;;;;;;;;;;;Êàê [Root.GetSocietyRank] îáùåñòâà [Root.GetSocietyNameGEN], §Y[Root.GetTitledFirstName]§! ìîæåò ïðèãëàñèòü ñëóãó [Root.GetDWDevilGEN] ïðèñîåäèíèòüñÿ ê ñâîåìó äâîðó.;;x
devil_worshipers_invite_disciple_of_devil_power_desc;Enables the decision to invite a member of §Y[Root.Society.GetName]§! to join you at your court, in exchange for §Y[Root.Society.GetCurrency]§!.;;;;;;;;;;;Ïîçâîëÿåò ïðèãëàñèòü êîãî-ëèáî, ñîñòîÿùåãî â îáùåñòâå §Y[Root.GetSocietyNameGEN]§! ê ñâîåìó äâîðó â îáìåí íà §Y[Root.Society.GetCurrency]§!.;;x
devil_worshipers_summon_familiar;Summon Familiar;;;;;;;;;;;Ïðèçâàòü ôàìèëüÿðà;;x
devil_worshipers_summon_familiar_desc;As a practitioner of [Root.GetDWDarkMagic], §Y[Root.GetTitledFirstName]§! can summon a familiar of [Root.GetHerHis] choice. This supernatural guardian will grant §Y[Root.GetTitledFirstName]§! its powers by increasing [Root.GetHerHis] attributes.;;;;;;;;;;;Êàê ïðàêòèê [Root.GetDWDarkMagicGEN], §Y[Root.GetTitledFirstName]§! ìîæåò ïðèçâàòü ôàìèëüÿðà. Ýòîò ñâåðõúåñòåñòâåííûé ïîìîùíèê äàðóåò §Y[Root.GetHerHim]§! ñâîè ñèëû, ðàñøèðÿÿ [Root.GetHersHis] ñïîñîáíîñòè.;;x
devil_worshipers_summon_familiar_power_desc;Enables §Gright-clicking§! on your character's portrait to Summon a Familiar, in exchange for §Y[Root.Society.GetCurrency]§!.;;;;;;;;;;;Êëèêíóâ §Gïðàâîé êíîïêîé ìûøè§! íà ñâî¸ì ïîðòðåòå, ìîæíî ïðèçâàòü ôàìèëüÿðà â îáìåí íà §Y[Root.Society.GetCurrency]§!.;;x
DW_demonic_impregnation;Unholy Impregnation;;;;;;;;;;;Ïîðî÷íîå çà÷àòèå;;x
DW_demonic_impregnation_desc;Attempt to impregnate [Root.GetBestName] with the Spawn of [From.GetDWDevil];;;;;;;;;;;Ïîïûòàòüñÿ ïîäñåëèòü ïîðîæäåíèå [From.GetDWDevilGEN] â æåðòâó, èçâåñòíóþ êàê [Root.GetBestName];;x
DW_demonic_impregnation_power_desc;Enables §Gright-clicking§! the portrait of a female follower of [Root.GetDWDevil], in order to summon a [Root.GetDWDemon] who can father an unholy child. This can be used on yourself, or on others if they are a mission target.;;;;;;;;;;;Ïîçâîëÿåò, êëèêíóâ §Gïðàâîé êíîïêîé ìûøè§! íà ïîðòðåòå ïîñëåäîâàòåëüíèöû [Root.GetDWDevilGEN], âûçâàòü äåìîíà, êîòîðûé ñìîæåò ñòàòü îòöîì íå÷åñòèâîãî ðåá¸íêà. Ýòî äåéñòâèå ìîæíî ïðèìåíèòü íà ñåáå èëè ïîäõîäÿùåé öåëè çàäàíèÿ.;;x
DW_prolong_life;Absorb Lifeforce;;;;;;;;;;;Ïîãëîòèòü æèçíåííóþ ñèëó;;x
DW_prolong_life_desc;Kill [Root.GetFirstName] and use [Root.GetHerHis] Lifeforce to prolong your own life.;;;;;;;;;;;[Root.GetFirstName] áóäåò óáèò[Root.GetEndA], à [Root.GetHersHis] æèçíåííàÿ ñèëà ïðîäëèò Âàøó æèçíü.;;x
DW_prolong_life_power_desc;Enables §Gright-clicking§! the portraits of your children in an attempt to steal their life force, in exchange for §Y[Root.Society.GetCurrency]§!.;;;;;;;;;;;Êëèêíóâ §Gïðàâîé êíîïêîé ìûøè§! íà ïîðòðåòàõ ñâîèõ äåòåé, Âû ìîæåòå ïîïûòàòüñÿ ïîãëîòèòü èõ æèçíåííóþ ñèëó â îáìåí íà §Y[Root.Society.GetCurrency]§!.;;x
fix_holding_with_dead_owner;Cleanse Dead Owner;;;;;;;;;;;Óáðàòü ìåðòâåöà;;x
fix_holding_with_dead_owner_desc;The previous owner of this [Root.GetHolding] has been dead for some time now. Time has come to rid the place of this foul spirit!;;;;;;;;;;;Ïðåäûäóùèé õîçÿèí ýòîãî [Root.GetHoldingGEN] ñêîí÷àëñÿ íåêîòîðîå âðåìÿ íàçàä. Ïîðà èçáàâèòü ýòî ìåñòî îò åãî íåóïîêîåííîãî äóõà!;;x
hermetic_grand_debate;Hold a Grand Debate;;;;;;;;;;;Ïðîâåñòè âåëèêèå äåáàòû;;x
hermetic_grand_debate_desc;Hold a grand debate for all members of §Y[Root.Society.GetName]§! to join. Spending several days discussing and arguing in the name of knowledge and learning.;;;;;;;;;;;Âñå §Y[Root.GetSocietyNameCap]§!, æåëàþùèå ïðèñîåäèíèòüñÿ ê îáñóæäåíèþ áóäóò ïðèãëàøåíû íà âåëèêèå äåáàòû. Ìåðîïðèÿòèå ïðîäëèòñÿ íåñêîëüêî äíåé.;;x
hermetics_acquire_ingredients_decision;Acquire Ingredients;;;;;;;;;;;Äîáûòü èíãðåäèåíòû;;x
hermetics_acquire_ingredients_decision_desc;Your apprentice will accompany you on a trip to gather rare ingredients for your alchemical inventory.;;;;;;;;;;;Âàø ó÷åíèê ñîñòàâèò Âàì êîìïàíèþ â ïóòåøåñòâèè ñ öåëüþ ñáîðà ðåäêèõ àëõèìè÷åñêèõ èíãðåäèåíòîâ.;;x
hermetics_make_horoscope;Make Horoscope;;;;;;;;;;;Ñîñòàâèòü ãîðîñêîï;;x
hermetics_make_horoscope_desc;As a member of [From.Society.GetName], you may search the heavens for insight into the future of your child §Y[Root.GetTitledName]§!.;;;;;;;;;;;Áóäó÷è îäí[From.GetOyIm] èç [From.GetSocietyNameGEN], Âû ìîæåòå âçãëÿíóòü íà íåáî â ïîïûòêå óâèäåòü áóäóùåå ñâî[Root.GetHerHis] [Root.GetSonDaughterGEN], êîòîð[Root.GetUyuOgo] çîâóò §Y[Root.GetTitledFirstName]§!.;;x
hermetics_make_horoscope_power_desc;Enables §Gright-clicking§! on portraits of your children in order to make them a horoscope.;;;;;;;;;;;Ïîçâîëÿåò, êëèêíóâ §Gïðàâîé êíîïêîé ìûøè§! íà ïîðòðåòå îäíîãî èç ñâîèõ äåòåé, ñîñòàâèòü íà íåãî ãîðîñêîï.;;x
hermetics_perform_scrying;Perform Scrying;;;;;;;;;;;Ïðîðèöàòü;;x
hermetics_perform_scrying_desc;As a member of [From.Society.GetName], §Y[From.GetTitledFirstName]§! may choose to turn to the mystical art of divination in an attempt to foretell the future.;;;;;;;;;;;Áóäó÷è îäí[From.GetOyIm] èç [From.GetSocietyNameGEN], §Y[From.GetTitledFirstName]§! ìîæåò îáðàòèòüñÿ ê ìèñòè÷åñêèì èñêóññòâàì ïðîðèöàíèÿ â ïîïûòêå ïðåäâèäåòü áóäóùåå.;;x
hermetics_perform_scrying_power_desc;Enables §Gright-clicking§! on your character's portrait in order to turn to the mystical art of divination in an attempt to foretell the future.;;;;;;;;;;;Ïîçâîëÿåò, êëèêíóâ §Gïðàâîé êíîïêîé ìûøè§! íà ñâî¸ì ïîðòðåòå, âîñïîëüçîâàòüñÿ ìèñòè÷åñêèì èñêóññòâîì ïðîðèöàíèÿ, ÷òîáû ïðåäâèäåòü áóäóùåå.;;x
hermetics_write_magnum_opus;Write a Magnum Opus;;;;;;;;;;;Íàïèñàòü Magnum Opus;;x
hermetics_write_magnum_opus_desc;Record your life's work for posterity in an encrypted Magnum Opus.;;;;;;;;;;;Çàäîêóìåíòèðóéòå ðàáîòó ñâîåé æèçíè äëÿ ïîòîìêîâ, îïèñàâ è çàøèôðîâàâ å¸ â Magnum Opus.;;x
hermetics_write_magnum_opus_power_desc;Enables §Gright-clicking§! on your own portrait in order to write an enciphered book of your knowledge. This is an artifact with potentially powerful bonuses, which only characters with high learning can decipher.;;;;;;;;;;;Ïîçâîëÿåò, êëèêíóâ §Gïðàâîé êíîïêîé ìûøè§! íà Âàøåì ïîðòðåòå, ïðèñòóïèòü ê íàïèñàíèþ øèôðîâàííîé êíèãè, ñîäåðæàùåé îïèñàíèå Âàøèõ çíàíèé. Ýòîò àðòåôàêò ìîæåò äàòü ñóùåñòâåííûå áîíóñû òåì, êòî îáëàäàåò äîñòàòî÷íûì óðîâíåì ó÷¸íîñòè, ÷òîáû ðàñøèôðîâàòü åãî.;;x
hermetics_write_theory_paper;Write a Theorem Paper;;;;;;;;;;;Íàïèñàòü òðàêòàò;;x
hermetics_write_theory_paper_desc;Do research and write a theorem paper on a topic, before sending it out for peer review. Should it become accepted by at least 3 out of 5 peers, you will gain a reward.;;;;;;;;;;;Ïðîâåäèòå èññëåäîâàíèå è íàïèøèòå òåîðåòè÷åñêèé äîêëàä íà âûáðàííóþ òåìó. Ïî çàâåðøåíèè ðàáîòû íàä íèì, Âû ñìîæåòå îòïðàâèòü åãî äëÿ ýêñïåðòíîé îöåíêè. Åñëè âûäâèíóòàÿ Âàìè òåîðèÿ áóäåò ïîëîæèòåëüíî ïðèíÿòà ïî êðàéíåé ìåðå 3 êîëëåãàìè èç 5, Âû ïîëó÷èòå íàãðàäó.;;x
hermetics_write_theory_paper_power_desc;Enables the decision to write a theorem paper and have it be reviewed by fellow members of the Hermetics. If it is accepted, you gain §Y[From.Society.GetCurrency]§!.\n;;;;;;;;;;;Ïîçâîëÿåò èñïîëüçîâàòü ðåøåíèå ïî íàïèñàíèþ òåîðåòè÷åñêîãî äîêëàäà è ïåðåäà÷å åãî íà ðàññìîòðåíèå ñîðàòíèêàì-ãåðìåòèñòàì. Åñëè ñ íèì ñîãëàñÿòñÿ, Âû ïîëó÷èòå §Y[From.Society.GetCurrency]§!.\n;;x
indian_pilgrimage;Go on Pilgrimage;;;;;;;;;;;Îòïðàâèòüñÿ â ïàëîìíè÷åñòâî;;x
indian_pilgrimage_desc;Go on a Pilgrimage to one of the holy places of India.;;;;;;;;;;;Ñîâåðøèòü ïàëîìíè÷åñòâî ê îäíîìó èç ñâÿùåííûõ ìåñò Èíäèè.;;x
invite_hermetic_to_stargazing;Invite to Stargazing;;;;;;;;;;;Ïðèãëàñèòü íàáëþäàòü çâ¸çäû;;x
invite_hermetic_to_stargazing_desc;Invite §Y[Root.GetTitledFirstName]§! to a night of stargazing and studies in an attempt to better understand how it works. This is also a good opportunity to get to know each other.;;;;;;;;;;;§Y[Root.GetTitledFirstName]§! ðàçáèðàåòñÿ â àñòðîíîìèè. Ïðèãëàñèòü [Root.GetHersHis] íà íî÷ü äëÿ íàáëþäåíèÿ çà çâ¸çäàìè, ÷òîáû ëó÷øå ïîíèìàòü, êàê ýòî ðàáîòàåò. Ýòî òàêæå îòëè÷íàÿ âîçìîæíîñòü ëó÷øå óçíàòü äðóã äðóãà.;;x
monastic_order_convert_county;Convert County;;;;;;;;;;;Îáðàòèòü îêðóã;;x
monastic_order_convert_county_desc;Send emissaries from [From.Society.GetName] to the local population in order to convert them to the [From.Religion.GetName] faith.;;;;;;;;;;;Ïóñòü [From.GetSocietyName] îòïðàâÿò ñâîèõ ýìèññàðîâ ê ìåñòíîìó íàñåëåíèþ, ÷òîáû îáðàòèòü åãî â [From.GetReligionFullName].;;x
monastic_order_convert_county_power_desc;Enables §Gright-clicking§! the title shield of a county to convert the local population to your religion.;;;;;;;;;;;Ïîçâîëÿåò, êëèêíóâ §Gïðàâîé êíîïêîé ìûøè§! íà ùèòå (ãåðáå) ñîîòâåòñòâóþùåãî îêðóãà, îáðàòèòü ìåñòíîå íàñåëåíèå â Âàøó âåðó.;;x
monastic_order_meditation;Begin Secluded Meditation;;;;;;;;;;;Ìåäèòèðîâàòü;;x
monastic_order_meditation_desc;§Y[Root.GetTitledFirstName]§! can seclude [Root.GetHerselfHimself] and meditate upon their life and the universe to move closer towards spiritual enlightenment.;;;;;;;;;;;§Y[Root.GetTitledFirstName]§! ìîæåò èçîëèðîâàòü ñåáÿ îò ìèðà, ÷òîáû ïåðåñìîòðåòü ñâîþ æèçíü, ïîãðóçèâøèñü â ãëóáîêóþ ìåäèòàöèþ, ÷òî ïðèáëèçèò [Root.GetHersHis] ê òàéíàì âñåëåííîé è ïðîñâåòëåíèþ.;;x
monastic_order_penance;Do Penance;;;;;;;;;;;Ïîêàÿòüñÿ;;x
monastic_order_penance_desc;§Y[Root.GetTitledFirstName]§! can seclude [Root.GetHerselfHimself] and contemplate their life and sins in order to become a better [Root.GetReligiousPerson].;;;;;;;;;;;§Y[Root.GetTitledFirstName]§! ìîæåò èçîëèðîâàòü ñåáÿ îò ìèðà, ÷òîáû ïåðåñìîòðåòü ñâîþ æèçíü, ðàñêàÿòüñÿ â ñâîèõ ãðåõàõ è ñòàòü áîëåå ïðàâåäí[Root.GetOyYm] [Root.GetReligionAdherentINS].;;x
monastic_order_rejoin_world;Rejoin World;;;;;;;;;;;Âåðíóòüñÿ â ìèð;;x
monastic_order_rejoin_world_desc;Leave seclusion and rejoin the world.\nIt will be some time until you can seclude yourself once more.;;;;;;;;;;;Ïðåêðàòèòå ñâî¸ óåäèíåíèå, ÷òîáû âåðíóòüñÿ â ìèð.\nÏðîéä¸ò íåêîòîðîå âðåìÿ, ïðåæäå ÷åì Âû ñíîâà ñìîæåòå èçîëèðîâàòü ñåáÿ îò âíåøíåãî ìèðà.;;x
monastic_orders_donate_to_charity;Donate to Charity;;;;;;;;;;;Áëàãîòâîðèòåëüíîñòü;;x
monastic_orders_donate_to_charity_desc;Donate money to charitable causes to improve your standing in [Root.Society.GetName].;;;;;;;;;;;Ïîæåðòâîâàòü äåíüãè íà áëàãîòâîðèòåëüíîñòü, ÷òîáû óïðî÷èòü ïîëîæåíèå â îáùåñòâå [Root.GetSocietyNameGEN].;;x
monastic_orders_go_celibate;Take a vow of Celibacy;;;;;;;;;;;Ïðèíÿòü îáåò áåçáðà÷èÿ;;x
monastic_orders_go_celibate_desc;Show your devotion to God by becoming celibate.;;;;;;;;;;;Ïîêàçàòü ñâîþ ïðåäàííîñòü Áîãó, ïðèíÿâ öåëèáàò.;;x
monastic_orders_go_celibate_power_desc;Enables you to become celibate by using decision in the Intrigue Screen.;;;;;;;;;;;Ïîçâîëÿåò Âàì ïðèíÿòü öåëèáàò, âûáðàâ åãî ñðåäè ðåøåíèé íà ýêðàíå èíòðèã.;;x
monastic_orders_invite_ascetic;Invite Holy Ascetic;;;;;;;;;;;Ïðèãëàñèòü ñâÿòîãî àñêåòà;;x
monastic_orders_invite_ascetic_desc;Invite a holy ascetic belonging to [Root.Society.GetName] to join your court.;;;;;;;;;;;Ïðèãëàñèòü àñêåòà èç îáùåñòâà [Root.GetSocietyNameGEN] ê ñâîåìó äâîðó.;;x
monastic_orders_invite_ascetic_power_desc;Enables you to invite a learned ascetic member of the order to your court.;;;;;;;;;;;Ïîçâîëÿåò Âàì ïðèãëàñèòü îïûòíîãî àñêåòà, ñîñòîÿùåãî â îðäåíå, ê Âàøåìó äâîðó.;;x
monastic_orders_spiritual_guidance;Give Spiritual Guidance;;;;;;;;;;;Äóõîâíûå íàñòàâëåíèÿ;;x
monastic_orders_spiritual_guidance_desc;You know [Root.GetTitledFirstName] to be a sinful person. As such you can provide spiritual guidance to help rid [Root.GetHerHim] of one of [Root.GetHerHis] vices.;;;;;;;;;;;Âû çíàåòå, ÷òî [Root.GetTitledFirstName] ãðåø[Root.GetNaEn], íî â Âàøèõ æå ñèëàõ íàïðàâèòü [Root.GetHersHis] íà ïóòü èñòèííûé, èçáàâèâ îò îäíîãî èç ïîðîêîâ.;;x
monastic_orders_spiritual_guidance_power_desc;Enables you to §Gright-click§! on landed characters within your realm, or relatives, or fellow society members, in order to remove one of their vices. You can only remove a vice that you don't have yourself.;;;;;;;;;;;Ïîçâîëÿåò Âàì êëèêíóâ §Gïðàâûì êíîïêîé ìûøè§! ïî ëþáîìó ïåðñîíàæó ñ òèòóëîì â ïðåäåëàõ Âàøåé ñòðàíû, ðîäñòâåííèêó èëè òîâàðèùó ïî îáùåñòâó, èçáàâèòü åãî îò îäíîãî èç ïîðîêîâ. Ýòî ðàáîòàåò òîëüêî ñ òåìè ïîðîêàìè, êîòîðûìè Âû íå îáëàäàåòå.;;x
