EVTOPTFUS_FROM_TRUTH_BOMB_TT;§Y[From.GetFirstName]§! might be pleased with you.;;;;;;;;;;;Âîçìîæíî, §Y[This.GetFirstName]§! áóäåò äîâîë[This.GetSoftNaEn] Âàìè.;;x
EVTOPTFUS_FROM;§Y[From.GetFirstName]§! may gain §YFussy§!;;;;;;;;;;;§Y[From.GetFirstName]§! ìîæåò ñòàòü §Yëþáîïûòí[From.GetOyYm]§! [From.GetAgedPersonINS];;x
EVTOPTHAU;May lead to §YHaughty§!;;;;;;;;;;;Ìîãó ñòàòü §Yíàäìåíí[Root.GetOyYm]§!;;x
EVTOPTHAU_FROM;§Y[From.GetFirstName]§! may gain §YHaughty§!;;;;;;;;;;;§Y[From.GetFirstName]§! ìîæåò ñòàòü §Yíàäìåíí[From.GetOyYm]§! [From.GetAgedPersonINS];;x
EVTOPTIDO;May lead to §YIdolizer§!;;;;;;;;;;;Ìîãó ñòàòü §Yâïå÷àòëèòåëüí[Root.GetOyYm]§!;;x
EVTOPTIDO_FROM;§Y[From.GetFirstName]§! may gain §YIdolizer§!;;;;;;;;;;;§Y[From.GetFirstName]§! ìîæåò ñòàòü §Yâïå÷àòëèòåëüí[From.GetOyYm]§! [From.GetAgedPersonINS];;x
EVTOPTIND;May lead to §YIndolent§!;;;;;;;;;;;Ìîãó ñòàòü §Yïðàçäí[Root.GetOyYm]§!;;x
EVTOPTIND_FROM;§Y[From.GetFirstName]§! may gain §YIndolent§!;;;;;;;;;;;§Y[From.GetFirstName]§! ìîæåò ñòàòü §Yïðàçäí[From.GetOyYm]§! [From.GetAgedPersonINS];;x
EVTOPTPLA;May lead to §YPlayful§!;;;;;;;;;;;Ìîãó ñòàòü §Yèãðèâ[Root.GetOyYm]§!;;x
EVTOPTPLA_FROM;§Y[From.GetFirstName]§! may gain §YPlayful§!;;;;;;;;;;;§Y[From.GetFirstName]§! ìîæåò ñòàòü §Yèãðèâ[From.GetOyYm]§! [From.GetAgedPersonINS];;x
EVTOPTROW;May lead to §YRowdy§!;;;;;;;;;;;Ìîãó ñòàòü §Yáóéí[Root.GetOyYm]§!;;x
EVTOPTROW_FROM;§Y[From.GetFirstName]§! may gain §YRowdy§!;;;;;;;;;;;§Y[From.GetFirstName]§! ìîæåò ñòàòü §Yáóéí[From.GetOyYm]§! [From.GetAgedPersonINS];;x
EVTOPTTIM;May lead to §YTimid§!;;;;;;;;;;;Ìîãó ñòàòü §Yðîáê[Root.GetOyIm]§!;;x
EVTOPTTIM_FROM;§Y[From.GetFirstName]§! may gain §YTimid§!;;;;;;;;;;;§Y[From.GetFirstName]§! ìîæåò ñòàòü §Yðîáê[From.GetOyIm]§! [From.GetAgedPersonINS];;x
EVTOPTWIL;May lead to §YWillful§!;;;;;;;;;;;Ìîãó ñòàòü §Yâîëåâ[Root.GetOyYm]§!;;x
EVTOPTWIL_FROM;§Y[From.GetFirstName]§! may gain §YWillful§!;;;;;;;;;;;§Y[From.GetFirstName]§! ìîæåò ñòàòü §Yâîëåâ[From.GetOyYm]§! [From.GetAgedPersonINS];;x
EVTDESC_ZE_2100;I've gotten an increased amount of questions from [From.GetFirstName] lately about [Root.Religion.GetHighGodName] and the rituals of the [Root.Religion.GetName] faith.;;;;;;;;;;;[target_child.GetFirstName] áóêâàëüíî çàñûïàë[target_child.GetEndA] ìåíÿ âîïðîñàìè î òîì, êòî òàê[Root.GetHGodAyaOy] [Root.Religion.GetHighGodName], ÷òî òàêîå [Root.GetReligionFullName], è äëÿ ÷åãî ñóùåñòâóþò òå èëè èíûå ðèòóàëû.;;x
EVTDESC_ZE_2101;Over the past weeks I've grown more and more curious about the beliefs and rituals of my [GetFromRelation]. Today [From.GetSheHe] finally began to answer my repeated questions about [From.Religion.GetHighGodName].;;;;;;;;;;;Â ïîñëåäíåå âðåìÿ ìåíÿ îäîëåâàåò ëþáîïûòñòâî ïî ïîâîäó ðèòóàëîâ è ó÷åíèé, êîòîðûå èñïîâåäóåò ì[From.GetOyaOy] [From.GetRootRelation]. Ñåãîäíÿ [From.GetSheHe] ðåøèë[From.GetEndA] îòâåòèòü íà ìîè âîïðîñû.;;x
EVTDESC_ZE_2102;Your [GetFromRelation], [From.GetFirstName] has, through the teachings of [FromFrom.GetTitledFirstName], been studying the principles of the [FromFrom.Religion.GetName] faith;;;;;;;;;;;Âàø[From.GetEndA] [From.GetRootRelation] [From.GetFirstName] òåïåðü èñïîâåäóåò [FromFrom.GetReligionFullName]. [FromFrom.GetTitledFirstName] ïðèâèë[FromFrom.GetEndA] [From.GetHerHim] îñíîâû ñâîåé âåðû.;;x
EVTDESC_ZE_2120;During the past few months, [From.GetFirstName] has shown dogged determination in [From.GetHerHis] studies of our language and has now also expressed a desire to study the history of my people's ancestors.;;;;;;;;;;;Â ïîñëåäíèå ìåñÿöû [target_child.GetFirstName] ïðîÿâëÿåò íåïîääåëüíûé èíòåðåñ ê èçó÷åíèþ íàøåãî ÿçûêà. À òåïåðü [target_child.GetSheHe] âûðàçèë[target_child.GetEndA] æåëàíèå ïîáîëüøå óçíàòü îá èñòîðèè íàøåãî íàðîäà.;;x
EVTDESC_ZE_2121;Pleased with the progress I'm making with learning the local language, [From.GetFirstName] has brought me a book about the ancestry of the [From.Culture.GetName] people.;;;;;;;;;;;Ìíå íðàâèòñÿ èçó÷àòü ìåñòíûé ÿçûê, à ñåãîäíÿ [From.GetFirstName] ïîäàðèë[From.GetEndA] ìíå êíèãó î ïðîèñõîæäåíèè [From.GetCultureAdj]îãî íàðîäà.;;x
EVTDESC_ZE_2122;Rumor has it that your [GetFromRelation] [From.GetFirstName] has been influenced by [From.GetHerHis] guardian's splendor. It is said that [From.GetFirstName] is now considered properly [From.Culture.GetName].;;;;;;;;;;;Õîäÿò ñëóõè, ÷òî Âàø[From.GetEndA] [From.GetRootRelation] [From.GetFirstName] ïîïàë[From.GetEndA] ïîä âëèÿíèå ñâîåãî íàñòàâíèêà è òåïåðü â áîëüøåé ñòåïåíè ïðèíàäëåæèò [From.GetCultureAdj]îé êóëüòóðå.;;x
EVTDESC_ZE_2130;To the [GetFromFromRootCompliment] [Root.GetTitledNameWithNick],\n\nI write to ask for your permission to give my ward, [From.GetFirstName], a proper [FromFrom.Religion.GetName] [FromFrom.Culture.GetName] upbringing.\n\nSigned [FromFrom.GetTitledFirstName].;;;;;;;;;;;Óâàæàåì[Root.GetAyaYy] [Root.GetTitledNameWithNick],\nÏðîøó Âàñ äàòü ñâî¸ ñîãëàñèå íà òî, ÷òîáû ì[From.GetOyaOy] âîñïèòàííè[From.GetTsaK] [From.GetFirstName] ïîëó÷èë[From.GetEndA] ñîîòâåòñòâóþùåå îáðàçîâàíèå. Ýòî ïîçâîëèò [From.GetHerHim] ïðèíÿòü [FromFrom.GetReligionFullName] è [FromFrom.GetCultureAdj]óþ êóëüòóðó.\n [FromFrom.GetTitledFirstName].;;x
EVTDESC_ZE_2131;Dear [Root.GetTitledNameWithNick],\n\nYour initiative to teach [FromFrom.GetFirstName] about Heritage is most welcome.;;;;;;;;;;;Óâàæàåì[Root.GetAyaYy] [Root.GetTitledNameWithNick],\nÂàøà èíèöèàòèâà ìíå íðàâèòñÿ - ïóñòü þí[FromFrom.GetAyaYy] [FromFrom.GetFirstName] âîñïèòûâàåòñÿ â äóõå íàøåãî íàñëåäèÿ è òðàäèöèé.;;x
EVTDESC_ZE_2140;To the [GetFromFromRootCompliment] [Root.GetTitledNameWithNick],\n\nI write to ask for your permission to give my ward, [From.GetFirstName], a proper [FromFrom.Religion.GetName] upbringing and learn the ways of [FromFrom.Religion.GetScriptureName].\n\nSigned [FromFrom.GetTitledFirstName].;;;;;;;;;;;[Root.GetComplimentAdjectiveCap] [Root.GetTitledNameWithNick],\nß ñìèðåííî ïðîøó Âàñ ïîçâîëèòü, ÷òîáû ì[From.GetOyaOy] ïîäîïå÷í[From.GetAyaYy] [From.GetFirstName] ïîëó÷èë[From.GetEndA] ðåëèãèîçíîå âîñïèòàíèå è ïðèíÿë[From.GetEndA] [FromFrom.GetReligionFullName] êàê åäèíñòâåííóþ èñòèííóþ âåðó.\nÏîäïèñü:\n [FromFrom.GetTitledFirstName].;;x
EVTDESC_ZE_2141;Dear [Root.GetTitledNameWithNick],\n\nYour initiative to teach [FromFrom.GetFirstName] about your religion is most welcome and I accept your proposal.;;;;;;;;;;;Óâàæàåì[Root.GetAyaYy] [Root.GetTitledNameWithNick],\nÂàøà èíèöèàòèâà ïî âîñïèòàíèþ ðåá¸íêà â äóõå Âàøåé âåðû âïîëíå ïðèåìëåìà. Óâåðåí[From.GetEnA], [FromFrom.GetFirstName] åù¸ ñêàæåò Âàì ñïàñèáî.;;x
EVTDESCA_ZE_2132;Dear, [GetFromRootCompliment] [Root.GetFirstName].\n\nWhile I admire your enthusiasm for the upbringing of [FromFrom.GetFirstName] I do believe that it's best to continue with the current plan of education for [FromFrom.GetHerHim].;;;;;;;;;;;Äîðîã[Root.GetAyaOy] [Root.GetFirstName].\nÍåñìîòðÿ íà òî, ÷òî ÿ îäîáðÿþ Âàø ýíòóçèàçì, âñ¸ æå áóäåò ëó÷øå, åñëè [FromFrom.GetFirstName] ïðîäîëæèò îáó÷åíèå â ïðåæíåì êëþ÷å.;;x
EVTDESCB_ZE_2132;To the [GetFromRootInsult] [Root.GetTitledFirstName],\n\nClearly you can understand what an outlandish suggestion you are making. [FromFrom.GetFirstName] is supposed to grow up to be a fine and cultured [FromFrom.GetManWoman], something which will obviously not be possible with your strange rituals and repulsive manners.;;;;;;;;;;;Óâàæàåì[Root.GetAyaYy] [Root.GetTitledFirstName],\nÍàäåþñü, Âû ïîíèìàåòå, íàñêîëüêî íåëåïî Âàøå ïðåäëîæåíèå. [FromFrom.GetFirstName] äîëæ[FromFrom.GetNaEn] âîñïèòûâàòüñÿ â ïðàâèëüíûõ òðàäèöèÿõ, ýòî ïîìîæåò [FromFrom.GetHerHim] ñíèñêàòü óâàæåíèå è ïîíèìàíèå ñðåäè îêðóæàþùèõ.;;x
EVTDESCB_ZE_2142;To the [GetFromRootInsult] [Root.GetTitledFirstName],\n\nI am certain you can understand what a blasphemous suggestion you are making! [FromFrom.GetFirstName] is supposed to grow up to be a fine and dutiful [FromFrom.GetManWoman], something which will obviously not be possible with your strange rituals and profane manners.;;;;;;;;;;;[Root.GetInsultAdjective] [Root.GetTitledFirstName],\nÓâåðåí[From.GetEnA], Âû ïîíèìàåòå, íàñêîëüêî íåëåïà è êîùóíñòâåííà Âàøà ïðîñüáà! [FromFrom.GetFirstName] äîëæ[FromFrom.GetNaEn] âûðàñòè äîñòîéí[FromFrom.GetOyIm] è îòâåòñòâåíí[FromFrom.GetOyYm] [FromFrom.GetManWoman]îé, ÷òî êîíå÷íî æå íåâîçìîæíî ñ Âàøèìè ñòðàííûìè ðèòóàëàìè è ëîæíûìè ó÷åíèÿìè.;;x
EVTOPTA_ZE_2100;Time to teach [From.GetHerHim] about [Root.Religion.GetHighGodName].;;;;;;;;;;;Íó ÷òî æ, ïîðà îáó÷èòü [target_child.GetHersHis].;;x
EVTOPTA_ZE_2101;Glory to [From.Religion.GetHighGodName]!;;;;;;;;;;;Âîò ýòî äà!;;x
EVTOPTA_ZE_2120;I should encourage it.;;;;;;;;;;;Íàäî ïîìî÷ü [target_child.GetHerHim] â ýòîì.;;x
EVTOPTA_ZE_2120_TT;§Y[From.GetTitledName]§! becomes §Y[Root.Culture.GetName]§!.;;;;;;;;;;;§Y[target_child.GetTitledFirstName]§! ïðèìåò §Y[Root.GetCultureAdj]óþ§! êóëüòóðó.;;x
EVTOPTA_ZE_2121;How fascinating.;;;;;;;;;;;Êàê ïîçíàâàòåëüíî!;;x
EVTOPTA_ZE_2122;I hope it's a beneficial influence.;;;;;;;;;;;Íàäåþñü, ýòî ê ëó÷øåìó.;;x
EVTOPTA_ZE_2130;That seems appropriate.;;;;;;;;;;;Çäðàâàÿ ìûñëü.;;x
EVTOPTA_ZE_2131;[FromFrom.GetSubjectPronounCap] will be taught well.;;;;;;;;;;;Óâåðåí[Root.GetEndA], ýòî ïîéä¸ò [FromFrom.GetHerHim] òîëüêî íà ïîëüçó.;;x
EVTOPTA_ZE_2132;Not the response I had hoped for.;;;;;;;;;;;ß ïîäîçðåâàë[Root.GetEndA] ïîäîáíûé îòâåò.;;x
EVTOPTB_ZE_2100;It will be better for [From.GetHerHim] not to know.;;;;;;;;;;;Ëó÷øå [target_child.GetHerHim] îá ýòîì íå çíàòü.;;x
EVTOPTB_ZE_2101;What repugnant ideas!;;;;;;;;;;;×òî çà îòâðàòèòåëüíûå èäåè!;;x
EVTOPTB_ZE_2120;Make sure [From.GetSheHe] learns about [From.GetHerHis] own customs.;;;;;;;;;;;Âàæíåå óáåäèòüñÿ, ÷òî [target_child.GetSheHe] ïîìíèò ðîäíûå îáû÷àè.;;x
EVTOPTB_ZE_2121;I'd rather study my own family's heritage.;;;;;;;;;;;Íî äóìàþ, âàæíåå çíàòü î íàñëåäèè ñâîèõ ïðåäêîâ.;;x
EVTOPTB_ZE_2130;I will never allow [From.GetHerHim] to turn into a savage!;;;;;;;;;;;Íè çà ÷òî!;;x
EVTOPTB_ZE_2132;What a rude response!;;;;;;;;;;;Êàê ãðóáî!;;x
