ABANDON_AMBITION_INTERACTION_ACCEPT_LOG;§Y[Recipient.GetBestName]§! ended [Recipient.GetPossPronoun] plot to [Recipient.GetPlot].;;;;;;;;;;;§Y[Recipient.GetBestName]§W ïðåêðàòèë[Recipient.GetEndA] ñâîé çàãîâîð: §Y[Recipient.GetPlot]§W.;;x
DEMAND_RELIGIOUS_CONVERSION_INTERACTION_LETTER;We demand that you convert to the true faith, [Actor.Religion.GetName].;;;;;;;;;;;Ìû òðåáóåì îò Âàñ ïðèíÿòü èñòèííóþ âåðó - [Actor.GetReligionFullName].;;x
DEMAND_RELIGIOUS_CONVERSION_INTERACTION_LONG_DESC;You can demand that one of your subjects converts to the true faith, but if they refuse their opinion of you will be lowered.;;;;;;;;;;;Âû ìîæåòå ïîòðåáîâàòü îò Âàøåãî ïîääàííîãî ñìåíèòü âåðó íà èñòèííóþ (Âàøó). Íî åñëè ïîääàííûé îòêàæåòñÿ, òî åãî ìíåíèå î Âàñ óõóäøèòñÿ.;;x
DEMAND_RELIGIOUS_CONVERSION_INTERACTION_OFFER;[Actor.GetBestName] demands that we convert to [Actor.Religion.GetName];;;;;;;;;;;[Actor.GetBestName] òðåáóåò ñìåíèòü ðåëèãèþ íà [Actor.GetReligionFullName];;x
DEMAND_RELIGIOUS_CONVERSION_INTERACTION_SHORT_DESC;Demand that §Y[Recipient.GetBestName]§! embrace the §Y[Actor.Religion.GetName]§! faith.;;;;;;;;;;;Ïîòðåáîâàòü, ÷òîáû §Y[Recipient.GetBestName]§! ïðèíÿë[Recipient.GetEndA] §Y[Actor.GetReligionFullName]§!.;;x
DEMAND_RELIGIOUS_CONVERSION_INTERACTION_TITLE;Demand Religious Conversion;;;;;;;;;;;Ñìåíèòü ðåëèãèþ;;x
DISMISS_CONSORT_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§! set aside their [Actor.GetOppositeConsortSex] §Y[Recipient.GetBestName]§!;;;;;;;;;;;§Y[Actor.GetTitledFirstNameWithNick]§W îòâåðã[Actor.GetNoneE] ñâî[Recipient.GetYuEgo] íàëîæíè[Recipient.GetTsuKa] ïî èìåíè §Y[Recipient.GetTitledFirstNameWithNick]§W;;x
DISMISS_CONSORT_INTERACTION_ACCEPT_SETUP;Consort Set Aside;;;;;;;;;;;Ïðåêðàùåíèå íàëîæíè÷åñòâà;;x
DISMISS_CONSORT_INTERACTION_DESC;Set aside your [Actor.GetOppositeConsortSexCap];;;;;;;;;;;Îòâåðãíóòü Âàø[Actor.GetUEgoOpp] íàëîæíè[Actor.GetTsuKaOpp];;x
DISMISS_CONSORT_INTERACTION_LETTER;[Recipient.GetFirstName], I no longer find your company pleasing. Clear out your chambers and leave at once.\n\n[Actor.GetFirstName];;;;;;;;;;;[Recipient.GetFirstName], ÿ áîëüøå íå íàõîæó Âàøå îáùåñòâî ïðèÿòíûì. Îñâîáîäèòå ñâ[Recipient.GetMyChamberACC] è óõîäèòå.\nÏîäïèñü:\n[Actor.GetFirstName];;x
DISMISS_CONSORT_INTERACTION_LONG_DESC;[Actor.GetOppositeConsortSexCap]s enjoy no special rights and can simply be set aside when no longer pleasing.;;;;;;;;;;;Íàëîæíè[Actor.GetTsyKiOpp] íå èìåþò îñîáûõ ïðàâ è ìîãóò áûòü ïðîñòî îòâåðãíóòû, êàê òîëüêî ïåðåñòàíóò ïðèíîñèòü óäîâîëüñòâèå;;x
DISMISS_CONSORT_INTERACTION_OFFER;[Actor.GetBestName] has set you aside. You are no longer their [Actor.GetOppositeConsortSex]!;;;;;;;;;;;[Actor.GetTitledFirstNameWithNick] îòâåðã[Actor.GetNoneE] Âàñ. Âû áîëüøå íå [Actor.GetHersHis] íàëîæíè[Actor.GetTsaKOpp]!;;x
DISMISS_CONSORT_INTERACTION_TITLE;Set [Actor.GetOppositeConsortSexCap] Aside;;;;;;;;;;;Îòâåðãíóòü íàëîæíè[Actor.GetTsuKaOpp];;x
DISSOLVE_ALLIANCE_INTERACTION_01;Dissolve the Alliance with §Y[Recipient.GetBestName]§!.;;;;;;;;;;;Ïîêèíóòü àëüÿíñ, â êîòîðîì ñîñòîèòå Âû è §Y[Recipient.GetBestName]§!.;;x
DISSOLVE_ALLIANCE_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§! Dissolved the Alliance with §Y[Recipient.GetBestName]§!.;;;;;;;;;;;§Y[Actor.GetBestName]§! ïîêèíóë[Actor.GetEndA] àëüÿíñ, §Y[Recipient.GetBestName]§! - áîëüøå íå [Actor.GetHersHis] ñîþçíèê.;;x
DISSOLVE_ALLIANCE_INTERACTION_ACCEPT_SETUP;Alliance Dissolved;;;;;;;;;;;Àëüÿíñ ðàñòîðíóò;;x
DISSOLVE_ALLIANCE_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§! refused to Dissolve the Alliance with §Y[Actor.GetBestName]§!.;;;;;;;;;;;§Y[Recipient.GetBestName]§! îòêàçà[Recipient.GetLasLsya] ðàñòîðãíóòü àëüÿíñ, èç êîòîðîãî âûø[Actor.GetLaYol] §Y[Actor.GetBestName]§!.;;x
DISSOLVE_ALLIANCE_INTERACTION_DECLINE_SETUP;Dissolve Alliance Refused;;;;;;;;;;;Îòêàçàíî â ðàñòîðæåíèè àëüÿíñà;;x
DISSOLVE_ALLIANCE_INTERACTION_DESC;Dissolve the alliance with [Recipient.GetBestName].;;;;;;;;;;;[Recipient.GetBestName] óçíàåò, ÷òî Âû ïîêèäàåòå àëüÿíñ.;;x
DISSOLVE_ALLIANCE_INTERACTION_LETTER;\n\n[Actor.GetBestName] has formally dissolved our alliance.;;;;;;;;;;;\n[Actor.GetBestName] îôèöèàëüíî ïîêèäàåò àëüÿíñ ñ íàìè.;;x
DISSOLVE_ALLIANCE_INTERACTION_LONG_DESC;Dissolve the alliance with [Recipient.GetBestName].;;;;;;;;;;;[Recipient.GetBestName] óçíàåò, ÷òî Âû ïîêèäàåòå àëüÿíñ.;;x
DISSOLVE_ALLIANCE_INTERACTION_TITLE;Dissolve Alliance;;;;;;;;;;;Ïîêèíóòü àëüÿíñ;;x
DIVORCE_INTERACTION_0;Settle a divorce with §Y[Recipient.GetTitledFirstName]§! for §R$GOLD$§!¤. [Recipient.GetHerHisCap] close relatives will be insulted (§R$OPINION$§! opinion).;;;;;;;;;;;Ïðåäëîæèòü, ÷òîáû Âû è §Y[Recipient.GetTitledFirstName]§! ðàçâåëèñü çà §R$GOLD$§!¤, [Recipient.GetHersHis] áëèçêèå ðîäñòâåííèêè áóäóò ðàññòðîåíû (§R$OPINION$§! ìíåíèÿ).;;x
DIVORCE_INTERACTION_1;The divorce will also cost you §R$COST$§! prestige.;;;;;;;;;;;Ðàçâîä îáîéä¸òñÿ Âàì â §R$COST$§W î÷êîâ ïðåñòèæà.;;x
DIVORCE_INTERACTION_2;Divorce §Y[Recipient.GetTitledFirstName]§! for [Recipient.GetPossPronoun] proven unfaithfulness! [Recipient.GetPossPronounCap] close relatives will still be insulted (§R$OPINION$§! opinion)...;;;;;;;;;;;Äîêàçàíî, ÷òî §Y[Recipient.GetTitledFirstName]§! íå õðàíèò Âàì âåðíîñòü! Âû â ïðàâå ðàçâåñòèñü, íî [Recipient.GetHersHis] áëèçêèå ðîäñòâåííèêè áóäóò îñêîðáëåíû (§R$OPINION$§! ê ìíåíèþ î Âàñ)...;;x
DIVORCE_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§! divorced §Y[Actor.Spouse.GetBestName]§!;;;;;;;;;;;§Y[Actor.GetBestName]§W è §Y[Actor.Spouse.GetBestName]§W ðàñòîðãëè áðàê;;x
DIVORCE_INTERACTION_ACCEPT_SETUP;Divorce Accepted;;;;;;;;;;;Ðàçâîä;;x
DIVORCE_INTERACTION_DECLINE_LOG;§Y[Actor.Spouse.GetBestName]§! refused to divorce §Y[Actor.GetBestName]§!;;;;;;;;;;;§Y[Actor.Spouse.GetBestName]§W îòêàçà[Actor.Spouse.GetLasLsya] äàòü ðàçâîä, êàê òîãî ïðîñèë[Actor.GetEndA] §Y[Actor.GetBestName]§W.;;x
DIVORCE_INTERACTION_DECLINE_SETUP;Divorce Refused;;;;;;;;;;;Â ðàçâîäå îòêàçàíî;;x
DIVORCE_INTERACTION_DESC;Divorce your spouse;;;;;;;;;;;Ðàçâåñòèñü ñ íûíåøíåé ïàðîé;;x
DIVORCE_INTERACTION_LETTER;Our marriage is a travesty. For both our sakes, let us end it with our dignity intact.;;;;;;;;;;;Íàø áðàê - ñïåêòàêëü. Äëÿ íàñ îáîèõ áóäåò ëó÷øå ðàññòàòüñÿ è ñîõðàíèòü ÷óâñòâî ñîáñòâåííîãî äîñòîèíñòâà.;;x
DIVORCE_INTERACTION_LONG_DESC;Characters from religions that accept it (or currently have no religious head) can simply arrange a divorce settlement with their spouse.;;;;;;;;;;;Ïðèâåðæåíöû íåêîòîðûõ ðåëèãèé (èëè òåõ, êîòîðûå â íàñòîÿùèé ìîìåíò íå èìåþò ãëàâû) ìîãóò äîâîëüíî ïðîñòî ðàçâåñòèñü.;;x
DIVORCE_INTERACTION_OFFER;[Actor.GetBestName] wants a divorce!;;;;;;;;;;;[Actor.GetBestName] õî÷åò ðàçâåñòèñü!;;x
DIVORCE_INTERACTION_TITLE;Arrange a Divorce;;;;;;;;;;;Ðàçâåñòèñü;;x
EDUCATE_CHARACTER_INTERACTION_0;Select a child to be tutored.;;;;;;;;;;;Âûáåðèòå ðåá¸íêà, êîòîðîãî ñëåäóåò îáó÷èòü.;;x
EDUCATE_CHARACTER_INTERACTION_1;Select a guardian from the court of §Y[Recipient.GetBestName]§!.;;;;;;;;;;;Âûáðàòü íàñòàâíèêà ïðè äâîðå, êîòîðûé ñîäåðæèò §Y[Recipient.GetBestName]§W.;;x
EDUCATE_CHARACTER_INTERACTION_1B;Select a guardian from our court.;;;;;;;;;;;Âûáðàòü íàñòàâíèêà ïðè íàøåì äâîðå.;;x
EDUCATE_CHARACTER_INTERACTION_2;Propose that §Y[AdultExtra.GetTitledFirstName]§! should become the guardian of §Y[ChildExtra.GetTitledFirstName]§!. As a guardian, §Y[AdultExtra.GetTitledFirstName]§! will be responsible for educating §Y[ChildExtra.GetTitledFirstName]§!.\n Parents cannot declare war on the guardian of their child, or the liege of the guardian.\n;;;;;;;;;;;Ïðåäëîæèòü îïåêóíñòâî: §Y[AdultExtra.GetTitledFirstName]§W - íàñòàâíè[AdultExtra.GetTsaK], §Y[ChildExtra.GetTitledFirstName]§W - [AdultExtra.GetHersHis] âîñïèòàííè[ChildExtra.GetTsaK].\nÐîäèòåëè íå ìîãóò îáúÿâëÿòü âîéíó íàñòàâíèêàì ñâîèõ äåòåé èëè èõ ñþçåðåíàì.\n;;x
EDUCATE_CHARACTER_INTERACTION_3;Select a child from our court.;;;;;;;;;;;Âûáðàòü ðåá¸íêà ïðè íàøåì äâîðå.;;x
EDUCATE_CHARACTER_INTERACTION_3B;Select a child from the court of §Y[Recipient.GetBestName]§!.;;;;;;;;;;;Âûáðàòü ðåá¸íêà ïðè äâîðå, êîòîðûé ñîäåðæèò §Y[Recipient.GetBestName]§W.;;x
EDUCATE_CHARACTER_INTERACTION_4;§Y[Recipient.GetTitledFirstName]§!'s opinion of §Y[Actor.GetTitledFirstName]§! increased by §G$OPINION$§!.;;;;;;;;;;;§Y[Recipient.GetTitledFirstName]§W óëó÷øèò ñâî¸ ìíåíèå, §Y[Actor.GetTitledFirstName]§W âûðàñòåò â [Recipient.GetHersHis] ãëàçàõ íà §G$OPINION$§W.;;x
EDUCATE_CHARACTER_INTERACTION_4B;§Y[AdultExtra.GetTitledFirstName]§!'s opinion of §Y[Actor.GetTitledFirstName]§! increased by §G$OPINION$§!.;;;;;;;;;;;§Y[AdultExtra.GetTitledFirstName]§W óëó÷øèò ñâî¸ ìíåíèå, §Y[Actor.GetTitledFirstName]§W âûðàñòåò â [AdultExtra.GetHersHis] ãëàçàõ íà §G$OPINION$§W.;;x
EDUCATE_CHARACTER_INTERACTION_5;§Y[ChildExtra.Guardian.GetBestName]§!'s opinion of §Y[Actor.GetTitledFirstName]§! decreased by §R$OPINION$§!.;;;;;;;;;;;§Y[ChildExtra.Guardian.GetBestName]§W óõóäøèò ñâî¸ ìíåíèå, §Y[Actor.GetTitledFirstName]§W ïîòåðÿåò [ChildExtra.Guardian.GetHersHis] ïîääåðæêó íà §R$OPINION$§W.;;x
EDUCATE_CHARACTER_INTERACTION_6;\n§Y[ChildExtra.GetFirstName]§! might become §Y[AdultExtra.Culture.GetName]§!!;;;;;;;;;;;\n§Y[ChildExtra.GetFirstName]§! ìîæåò ïðèíÿòü §Y[AdultExtra.GetCultureAdj]óþ§! êóëüòóðó!;;x
EDUCATE_CHARACTER_INTERACTION_6B;\n§Y[ChildExtra.GetFirstName]§! might become a §Y[AdultExtra.Religion.GetName]§! faithful!;;;;;;;;;;;\n§Y[ChildExtra.GetFirstName]§! ìîæåò ïðèíÿòü §Y[AdultExtra.GetReligionFullName]§!!;;x
EDUCATE_CHARACTER_INTERACTION_ACCEPT_LOG;§Y[AdultExtra.GetBestName]§! became the new guardian for §Y[ChildExtra.GetBestName]§!.;;;;;;;;;;;§Y[AdultExtra.GetBestName]§W - òåïåðü íàñòàâíè[AdultExtra.GetTsaK], §Y[ChildExtra.GetBestName]§W - [AdultExtra.GetHersHis] âîñïèòàííè[ChildExtra.GetTsaK].;;x
EDUCATE_CHARACTER_INTERACTION_ACCEPT_SETUP;Guardianship Accepted;;;;;;;;;;;Ïðåäëîæåíèå îá îïåêóíñòâå ïðèíÿòî.;;x
EDUCATE_CHARACTER_INTERACTION_DECLINE_LOG;§Y[AdultExtra.GetBestName]§! declined our proposal to be the new guardian for §Y[ChildExtra.GetBestName]§!.;;;;;;;;;;;§Y[AdultExtra.GetBestName]§W íå ïðèíÿë[AdultExtra.GetEndA] Âàøå ïðåäëîæåíèå îá îïåêóíñòâå íàä ïðåäëîæåííûì êàíäèäàòîì (§Y[ChildExtra.GetBestName]§W).;;x
EDUCATE_CHARACTER_INTERACTION_DECLINE_SETUP;Guardianship Declined;;;;;;;;;;;Ïðåäëîæåíèå îá îïåêóíñòâå îòêëîíåíî;;x
EDUCATE_CHARACTER_INTERACTION_DESC;Educate a child;;;;;;;;;;;Îáó÷èòü ðåá¸íêà;;x
EDUCATE_CHARACTER_INTERACTION_LETTER;We propose that [AdultExtra.GetBestName] become the guardian and mentor of little [ChildExtra.GetBestName], so [ChildExtra.GetSubjectPronoun] can be raised as a proper [AdultExtra.Culture.GetName] [AdultExtra.Religion.GetName].;;;;;;;;;;;Ìû ïðåäëàãàåì îïåêóíñòâî:\n[AdultExtra.GetBestName] áóäåò íàñòàâíèêîì, à [ChildExtra.GetBestName] - [AdultExtra.GetHersHis] ïîäîïå÷íûì.\nÁëàãîäàðÿ ýòîìó [ChildExtra.GetBestName] óñâîèò [AdultExtra.GetCultureAdj]óþ êóëüòóðó è ïðèìåò [AdultExtra.GetReligionFullName].;;x
EDUCATE_CHARACTER_INTERACTION_LONG_DESC;Children can be assigned a guardian for a proper upbringing. The choice is important, because the mentor will tend to pass on their skills, traits, religion, culture and type of education to the child.;;;;;;;;;;;Ðåá¸íîê ìîæåò ïîëó÷èòü íàñòàâíèêà äëÿ äàëüíåéøåãî âîñïèòàíèÿ. Âûáîð î÷åíü âàæåí, òàê êàê íàñòàâíèê áóäåò ñòàðàòüñÿ ïåðåäàòü ðåá¸íêó ñâîè íàâûêè, ÷åðòû, ðåëèãèîçíûå è êóëüòóðíûå âçãëÿäû, à òàêæå òèï îáðàçîâàíèÿ.;;x
EDUCATE_CHARACTER_INTERACTION_LONG_DESC_CONCLAVE;A guardian can be entrusted with your child. A guardian's religion and culture as well as some traits can affect your child's upbringing.;;;;;;;;;;;Ðåá¸íîê ìîæåò ïîëó÷èòü íàñòàâíèêà äëÿ äàëüíåéøåãî âîñïèòàíèÿ. Ðåëèãèÿ è êóëüòóðà íàñòàâíèêà, à òàêæå íåêîòîðûå ÷åðòû õàðàêòåðà ìîãóò ïîâëèÿòü íà ðàçâèòèå ðåá¸íêà.;;x
EDUCATE_CHARACTER_INTERACTION_TITLE;Assign Guardian;;;;;;;;;;;Íàçíà÷èòü íàñòàâíèêà;;x
EXECUTE_IMPRISONED_INTERACTION_0;Execute §Y[Recipient.GetBestName]§!.;;;;;;;;;;;§Y[Recipient.GetBestName]§! ïðèãîâàðèâàåòñÿ ê ñìåðòè.;;x
EXECUTE_IMPRISONED_INTERACTION_1;Using this option is viewed as tyrannical, and will lower all of your vassals' opinion of you by §R$OPINION$§!.;;;;;;;;;;;Èñïîëüçîâàíèå ýòîãî äåéñòâèÿ âîñïðèíèìàåòñÿ êàê àêò òèðàíèè, è óõóäøèò îòíîøåíèÿ ê Âàì âñåõ Âàøèõ âàññàëîâ íà §R$OPINION$§!;;x
EXECUTE_IMPRISONED_INTERACTION_2;Since §Y[Recipient.GetTitledFirstName]§! is excommunicated, no one will mind.;;;;;;;;;;;§Y[Recipient.GetTitledFirstName]§W - ëèöî, îòëó÷¸ííîå îò öåðêâè, ïîýòîìó íèêîìó íåò äåëà äî [Recipient.GetHersHis] ñóäüáû.;;x
EXECUTE_IMPRISONED_INTERACTION_3;This will upset the lords of §Y[Recipient.TopLiege.PrimaryTitle.GetFullName]§!, lowering their opinion of you by §R$OPINION$§!.;;;;;;;;;;;Ýòî ðàññòðîèò §Y[Recipient.TopLiege.PrimaryTitle.GetAdjective]ñêèõ§! ëîðäîâ, óõóäøàÿ èõ ìíåíèå î Âàñ íà §R$OPINION$§!.;;x
EXECUTE_IMPRISONED_INTERACTION_4;Since §Y[Recipient.GetTitledFirstName]§! is from an enemy country, no one will object.;;;;;;;;;;;§Y[Recipient.GetTitledFirstName]§W èç âðàæåñêîé ñòðàíû, íèêòî íå ñòàíåò âîçðàæàòü.;;x
EXECUTE_IMPRISONED_INTERACTION_5;The execution will cost you §R$PIETY$§! $PIETYNAME$.;;;;;;;;;;;Êàçíü áóäåò ñòîèòü Âàì §R$PIETY$§! î÷êîâ áëàãî÷åñòèÿ.;;x
EXECUTE_IMPRISONED_INTERACTION_6;Since I am Muslim and §Y[Recipient.GetTitledFirstName]§! is of my dynasty, only [Recipient.GetPossPronoun] parents might care.;;;;;;;;;;;ß - ìóñóëüìàíèí, à §Y[Recipient.GetTitledFirstName]§! - ïðåäñòàâèòåëü ìîåé äèíàñòèè, ïîýòîìó òîëüêî [Recipient.GetAbsPossPronoun] ðîäèòåëè ìîãóò òàêîå ðåøàòü.;;x
EXECUTE_IMPRISONED_INTERACTION_7;Since §Y[Recipient.GetTitledFirstName]§! is so insignificant, no one will care.;;;;;;;;;;;§Y[Recipient.GetTitledFirstName]§! íå èìååò çíà÷èìîñòè, íèêîìó íåò äî í[Recipient.GetHersHis] äåëà.;;x
EXECUTE_IMPRISONED_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§! decided to execute [Recipient.GetDynName];;;;;;;;;;;§Y[Actor.GetBestName]§W êàçíèë[Actor.GetEndA] çàêëþ÷¸ííîãî, èçâåñòíîãî êàê [Recipient.GetDynName].;;x
EXECUTE_IMPRISONED_INTERACTION_ACCEPT_SETUP;Prisoner Executed;;;;;;;;;;;Çàêëþ÷¸ííûé êàçí¸í;;x
EXECUTE_IMPRISONED_INTERACTION_DESC;Execute §Y[Recipient.GetBestName]§!.\nThis is a tyrannical action.;;;;;;;;;;;§Y[Recipient.GetBestName]§! ïðèãîâàðèâàåòñÿ ê ñìåðòè.\nÝòî äåéñòâèå ñîçäàñò Âàì ðåïóòàöèþ òèðàíà.;;x
EXECUTE_IMPRISONED_INTERACTION_LONG_DESC;Sending characters to the headsman is a convenient way of getting rid of them permanently. However, it is bound to upset more than a few people, and, unlike banishment, titles and wealth will not be confiscated.;;;;;;;;;;;Êàçíü ÷åëîâåêà - óäîáíûé ñïîñîá èçáàâèòüñÿ îò íåãî íàâñåãäà. Íî, ýòî ðàññòðîèò íåìàëî ëþäåé, è, â îòëè÷èå îò èçãíàíèÿ, òèòóëû è áîãàòñòâà íå áóäóò êîíôèñêîâàíû.;;x
EXECUTE_IMPRISONED_INTERACTION_SHORT_DESC;Execute §Y[Recipient.GetBestName]§!.;;;;;;;;;;;§Y[Recipient.GetBestName]§! áóäåò êàçíåí[Recipient.GetEndA].;;x
EXECUTE_IMPRISONED_INTERACTION_TITLE;Execute Imprisoned;;;;;;;;;;;Êàçíèòü çàêëþ÷¸ííîãî;;x
EXECUTE_IMPRISONED_INTERACTION_VOTE;§Y[Actor.GetTitledName]§! executed §Y[Recipient.GetTitledName]§!;;;;;;;;;;;§Y[Actor.GetTitledName]§! ðàñïîðÿäèòñÿ, ÷òîáû §Y[Recipient.GetTitledName]§! áûë[Recipient.GetEndA] êàçíåí[Recipient.GetEndA];;x
EXECUTE_IMPRISONED_INTERACTION_FORCED;Because of their different way of governance, none of your Clans will object to the execution of this outsider.;;;;;;;;;;;Èõ ïîðÿäêè îòëè÷àþòñÿ îò íàøèõ - êëàíû íå ñòàíóò âîçðàæàòü ïðîòèâ êàçíè ÷óæàêà.;;x
EXILE_IMPRISONED_INTERACTION_0;Banish §Y[Recipient.GetBestName]§! from the realm.;;;;;;;;;;;§Y[Recipient.GetBestName]§! áóäåò èçãíàí[Recipient.GetEndA] èç ñòðàíû.;;x
EXILE_IMPRISONED_INTERACTION_1;§Y$GOLD$§! gold will be seized.;;;;;;;;;;;§Y$GOLD$§! çîëîòûõ áóäåò êîíôèñêîâàíî.;;x
EXILE_IMPRISONED_INTERACTION_2;Banishing a vassal ruler for no valid reason is seen as tyrannical, lowering your other vassals' opinion of you by §R$OPINION$§!.;;;;;;;;;;;Èçãíàíèå âàññàëà áåç çàêîííîãî ïîâîäà ðàñöåíèâàåòñÿ êàê àêò òèðàíèè, ÷åì ñíèæàåò ìíåíèå äðóãèõ âàññàëîâ î Âàñ íà §R$OPINION$§!.;;x
EXILE_IMPRISONED_INTERACTION_3;The banishment will cost you §R$PIETY$§! $PIETYNAME$.;;;;;;;;;;;Èçãíàíèå îáîéä¸òñÿ Âàì â §R$PIETY$§! î÷êîâ áëàãî÷åñòèÿ.;;x
EXILE_IMPRISONED_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§! decided to exile §Y[Recipient.GetDynName]§!;;;;;;;;;;;§Y[Actor.GetBestName]§W èçãíàë[Actor.GetEndA] ÷åëîâåêà, èçâåñòíîãî êàê §Y[Recipient.GetDynName]§W, èç ñâîèõ çåìåëü;;x
EXILE_IMPRISONED_INTERACTION_ACCEPT_SETUP;Prisoner Exiled;;;;;;;;;;;Èçãíàíèå;;x
EXILE_IMPRISONED_INTERACTION_DESC;Banish [Recipient.GetBestName] from the realm;;;;;;;;;;;[Recipient.GetBestName] áóäåò èçãíàí[Recipient.GetEndA] èç ñòðàíû.;;x
EXILE_IMPRISONED_INTERACTION_LONG_DESC;Banished characters might escape with their lives, but they are forced to abdicate their titles, and their wealth is confiscated.;;;;;;;;;;;Èçãíàíèå ïëåííèêà ñîõðàíÿåò åìó æèçíü, íî âûíóæäàåò åãî îòðå÷üñÿ îò ñâîèõ òèòóëîâ â ïîëüçó íàñëåäíèêîâ, åãî ôèíàíñû ïðè ýòîì êîíôèñêóþòñÿ.;;x
EXILE_IMPRISONED_INTERACTION_SHORT_DESC;Banish §Y[Recipient.GetBestName]§!.;;;;;;;;;;;§Y[Recipient.GetBestName]§! áóäåò èçãíàí[Recipient.GetEndA].;;x
EXILE_IMPRISONED_INTERACTION_TITLE;Banish Imprisoned;;;;;;;;;;;Èçãíàòü èç ñòðàíû;;x
EXILE_IMPRISONED_INTERACTION_VOTE;§Y[Actor.GetTitledName]§! banished §Y[Recipient.GetTitledName]§!;;;;;;;;;;;§Y[Actor.GetTitledName]§! ðàñïîðÿäèòñÿ, ÷òîáû §Y[Recipient.GetTitledName]§! áûë[Recipient.GetEndA] èçãíàí[Recipient.GetEndA];;x
EXILE_IMPRISONED_INTERACTION_FORCED;Because of their different way of governance, none of your Clans will object to the exile of this outsider.;;;;;;;;;;;Èõ ïîðÿäêè îòëè÷àþòñÿ îò íàøèõ - êëàíû íå ñòàíóò âîçðàæàòü ïðîòèâ èçãíàíèÿ ÷óæàêà.;;x
FAVOR_INTERACTION_VALID;Interaction is valid;;;;;;;;;;;Ïåðåãîâîðû äîïóñòèìû;;x
FIRE_COUNCILOR_INTERACTION_LAW_CHANGE_DESC;$RECIPIENT|Y$ is not voting on a Law Change.;;;;;;;;;;;Óáåäèòåñü, ÷òî $RECIPIENT|Y$ ÍÅ ãîëîñóåò ñåé÷àñ ïî êàêîìó-ëèáî çàêîíó.;;x
