EVTTITLE23212;The Legend of [Root.GetFirstNameWithNick];;;;;;;;;;;Ëåãåíäà î [Root.GetFirstNameWithNick];;x
EVTDESCAHF23767;[From.GetTitledFirstName] absentmindedly orders the servant to carry away the half-finished meal on [From.GetHerHis] desk, too enthralled by our conversation to finish eating. All these late nights and skipped meals have given [From.GetHerHim] the lanky appearance of a [From.GetManWoman] that is truly devoted to [From.GetHerHis] work, and I could not be happier for [From.GetHerHim].;;;;;;;;;;;[From.GetTitledFirstName] ðàññåÿííî ïðèêàçûâàåò ñâîåìó ñëóãå óíåñòè íåäîåäåííûé îáåä ñî ñòîëà, ñëèøêîì óâëå÷¸íí[From.GetAyaYy] íàøèì ðàçãîâîðîì, ÷òîáû çàêîí÷èòü òðàïåçó. Âñå ýòè ïîçäíèå íî÷è è ïðîïóùåííûå ïðè¸ìû ïèùè ïðèäàëè [From.GetHerHim] âèä äîëãîâÿç[From.GetOyOgo] [From.GetManWoman]û, êîòîð[From.GetAyaYy] äåéñòâèòåëüíî ïðåäàí[From.GetEndA] [From.GetHerHis] ðàáîòå, è ÿ î÷åíü ñ÷àñòëèâ[Root.GetEndA] çà [From.GetTitledFirstName];;x
EVTDESCAHF23768;The effects of my newfound dedication to my duties as [Root.GetTitle] has not passed unnoticed at court. Many seem to be concerned about my new slender look and pale complexion, yet I have had a steadfast supporter in [scoped_kindred.GetTitledFirstName]. [scoped_kindred.GetSheHeCap] truly understands and appreciates the value of my sacrifice.;;;;;;;;;;;Ýôôåêò îò ìîåé íîâîé ïðåäàííîñòè ñâîèì îáÿçàííîñòÿì [Root.GetTitle] íå îñòàëñÿ íåçàìå÷åííûì ïðè äâîðå. Ìíîãèå, ïîõîæå, îáåñïîêîåíû ìîåé íîâîé ñòðîéíîñòüþ è áëåäíûì öâåòîì ëèöà, íî ó ìåíÿ åñòü íàä¸æí[scoped_kindred.GetAyaYy] ñòîðîííè[scoped_kindred.GetTsaK] â ëèöå [scoped_kindred.GetTitledFirstName]. [scoped_kindred.GetSheHeCap] äåéñòâèòåëüíî ïîíèìàåò è öåíèò âàæíîñòü ìîåé æåðòâû.;;x
EVTDESCAHF23769;Perhaps I was too harsh on my [GetFromRelation] when trying to tutor [From.GetHerHim]. I have put too much pressure on [From.GetFirstName] and obtained the opposite result of what I was hoping. Overwhelmed by all [From.GetHerHis] new responsibilities, [From.GetSheHe] has become an unfocused, broken mess.;;;;;;;;;;;Âîçìîæíî, ÿ áûë[Root.GetEndA] ñëèøêîì ñóðîâ[Root.GetEndA] ñî ñâî[From.GetEyIm] [From.GetRootRelation], êîãäà ïûòà[Root.GetLasLsya] îáó÷àòü [From.GetHerHim]. ß ñëèøêîì ñèëüíî íàäàâèë[Root.GetEndA] íà [From.GetFirstName] è ïîëó÷èë[Root.GetEndA] ðåçóëüòàò, ïðîòèâîïîëîæíûé òîìó, íà êîòîðûé ðàññ÷èòûâàë[Root.GetEndA]. Ïåðåãðóæåíí[From.GetAyaYy] âñåìè [From.GetHerHis] íîâûìè îáÿçàííîñòÿìè, [From.GetSheHe] óñòà¸ò è òåðÿåò ñîñðåäîòî÷åííîñòü.;;x
EVTDESCAHF23773;I will soon no longer be a [Root.GetBoyGirl]. The time has come for me to perform the rite of passage that will mark the beginning of my adulthood. The shamans assure me that the larger and louder the ceremony is, the more likely the spirits will be to bless me.;;;;;;;;;;;Ñêîðî ÿ ñòàíó âçðîñë[Root.GetOyYm]. Ïðèøëî âðåìÿ ïðîâåñòè îáðÿä ïîñâÿùåíèÿ. Øàìàíû óâåðÿþò ìåíÿ, ÷òî ÷åì áîëüøå è ãðîì÷å áóäåò öåðåìîíèÿ, òåì âåðîÿòíåå, ÷òî äóõè ìåíÿ áëàãîñëîâÿò.;;x
EVTDESCAHF23774;A large crowd has reunited around my palace, waiting for me to emerge as a grown [Root.GetManWoman]. The sound of chanting, cymbals and drums echoes all the way to my chambers while I prepare myself. The shamans warned me that this is a delicate and dangerous transition when the spirits roam closer to the world of the living, and that I should be careful not to anger the wrong ones.;;;;;;;;;;;Áîëüøàÿ òîëïà ñîáðàëàñü âîêðóã ìîåãî [Root.GetHouseGEN] â ñâÿçè ðèòóàëîì ñîâåðøåííîëåòèÿ. Çâóêè ïåñíîïåíèé, öèìáàë è áàðàáàíîâ ýõîì ðàçíîñÿòñÿ ïî ìîèì ïîêîÿì, ïîêà ÿ ãîòîâëþñü. Øàìàíû ïðåäóïðåäèëè ìåíÿ, ÷òî ýòî äåëèêàòíûé è îïàñíûé ïåðåõîä, êîãäà äóõè ïðèáëèæàþòñÿ ê ìèðó æèâûõ, è ÷òî ìíå íóæíî áûòü îñòîðîæíåå, ÷òîáû íå ðàçãíåâàòü èõ.;;x
EVTDESCBHF23007;Before our troops can test their mettle against our enemies, we must be sure that the gods are in favor of this war. My haruspex has gathered all his instruments and is ready to perform the divination on my offering.;;;;;;;;;;;Ïðåæäå ÷åì íàøè âîéñêà ñìîãóò èñïûòàòü ñâîè ñèëû ïðîòèâ âðàãà, íàì íóæíî óáåäèòüñÿ, ÷òî áîãè áëàãîâîëÿò ýòîé âîéíå. Ìîé ãàðóñïèê ñîáðàë âñå ñâîè èíñòðóìåíòû è ãîòîâ ñîâåðøèòü ãàäàíèå íà ìî¸ì ïîäíîøåíèè.;;x
EVTDESCBHF23008;[Root.GetHaruspexName] cuts the cow in half. While the beast's head is immolated, the diviner starts rummaging through her entrails. The response is quite clear. The gods favor our cause in the war to come! The troops will fight with renewed strength now that they know for sure that our victory has been ordained from the heavens.;;;;;;;;;;;[Root.GetHaruspexName] ðàçðåçàë[Root.GetHaruspexEndA] êîðîâó ïîïîëàì. Ïîêà ãîëîâà æèâîòíîãî ãîðåëà â æåðòâåííîì îãíå, [Root.GetHaruspexSheHe] ðû[Root.GetHaruspexLasLsya] â å¸ âíóòðåííîñòÿõ. Îòâåò âïîëíå ÿñåí. Áîãè áëàãîâîëÿò íàøåìó äåëó â ãðÿäóùåé âîéíå! Òåïåðü íàøè âîèíû áóäóò ñðàæàòüñÿ ñ íîâîé ñèëîé, êîãäà îíè òî÷íî çíàþò, ÷òî íàøà ïîáåäà áûëà ïðåäíà÷åðòàíà íåáåñàìè.;;x
EVTDESCBHF23009;[Root.GetHaruspexName] cuts the cow in half. While the beast's head is immolated, the diviner starts rummaging through her entrails. The signs are not entirely clear, but the diviner assures me that there was no signs of the Fates opposing our war. Our troops will surely be comforted by knowing that the gods are not against them.;;;;;;;;;;;[Root.GetHaruspexName] ðàçðåçàë[Root.GetHaruspexEndA] êîðîâó ïîïîëàì. Ïîêà ãîëîâà æèâîòíîãî ãîðåëà â æåðòâåííîì îãíå, [Root.GetHaruspexSheHe] ðû[Root.GetHaruspexLasLsya] â å¸ âíóòðåííîñòÿõ. Çíàêè íå ñîâñåì ÿñíû, íî ïðîðèöàòåëü[Root.GetHaruspexEndNitsa] óâåðÿåò ìåíÿ, ÷òî íå áûëî íèêàêèõ ïðèçíàêîâ òîãî, ÷òî ñóäüáà ïðîòèâèòñÿ íàøåé âîéíå. Íàøè âîéñêà áóäóò óòåøàòüñÿ òåì, ÷òî áîãè íå ïðîòèâ íèõ.;;x
EVTDESCBHF23010;[Root.GetHaruspexName] cuts the cow in half. While the beast's head is immolated, the diviner starts rummaging through her entrails. Unfortunately, the response from the diviner is not as positive as I hoped. There are clear signs that the gods are not in favor of this war. This news will not be good for morale...;;;;;;;;;;;[Root.GetHaruspexName] ðàçðåçàë[Root.GetHaruspexEndA] êîðîâó ïîïîëàì. Ïîêà ãîëîâà æèâîòíîãî ãîðåëà â æåðòâåííîì îãíå, [Root.GetHaruspexSheHe] ðû[Root.GetHaruspexLasLsya] â å¸ âíóòðåííîñòÿõ. Ê ñîæàëåíèþ, îòâåò áûë íå òàêèì ïîëîæèòåëüíûì, êàê ÿ íàäåÿ[Root.GetLasLsya]. Åñòü ÿâíûå ïðèçíàêè òîãî, ÷òî áîãè íå îäîáðÿþò ýòó âîéíó. Ýòà íîâîñòü íå ïîäíèìåò áîåâîé äóõ.;;x
EVTDESCBHF23011;[Root.GetHaruspexName] cuts the cow in half. While the beast's head is immolated, the diviner starts rummaging through her entrails. The response is terrible. Not only are the gods against us in this war but, according to the signs interpreted by the diviner, they seem to be favoring our enemies!;;;;;;;;;;;[Root.GetHaruspexName] ðàçðåçàë[Root.GetHaruspexEndA] êîðîâó ïîïîëàì. Ïîêà ãîëîâà æèâîòíîãî ãîðåëà â æåðòâåííîì îãíå, [Root.GetHaruspexSheHe] ðû[Root.GetHaruspexLasLsya] â å¸ âíóòðåííîñòÿõ. Îòâåò áûë óæàñåí. Ìàëî òîãî, ÷òî áîãè ïðîòèâ íàñ â ýòîé âîéíå, íî, ñîãëàñíî çíàêàì, èñòîëêîâàííûì ïðîðèöàòåë[Root.GetHaruspexSoftNitseyEm], îíè áëàãîâîëÿò íàøèì âðàãàì!;;x
EVTDESCBHF23022;My [GetFromRelation] [From.GetFirstName] seems to be unwilling to take into consideration the circumstances of [From.GetHerHis] birth and the constellations affecting [From.GetHerHis] destiny.;;;;;;;;;;;Ì[From.GetOyaOy] [From.GetRootRelation] [From.GetFirstName], ïîõîæå, íå æåëàåò ïðèíèìàòü âî âíèìàíèå îáñòîÿòåëüñòâà ñâîåãî ðîæäåíèÿ è ñîçâåçäèÿ, âëèÿþùåå íà [From.GetHersHis] ñóäüáó.;;x
EVTDESCBHF23023;My [GetFromRelation] [From.GetFirstName] praised me for not focusing too much on astrology at the expenses of my better judgment. ;;;;;;;;;;;Ì[From.GetOyaOy] [From.GetRootRelation] [From.GetFirstName] ïîõâàëèë[From.GetEndA] ìåíÿ çà òî, ÷òî ÿ íå óäåëÿþ ñëèøêîì ìíîãî âíèìàíèÿ àñòðîëîãèè â óùåðá çäðàâîìó ñìûñëó.;;x
EVTDESCBHF23024; My [GetFromRelation] [From.GetFirstName] decided to scold me today for my lack of interest in astrology. [From.GetSheHeCap] warned me that I should always pay mind to the influence that stars have over people.;;;;;;;;;;;Ì[From.GetOyaOy] [From.GetRootRelation] [From.GetFirstName] ðåøèë[From.GetEndA] ñåãîäíÿ îòðóãàòü ìåíÿ çà îòñóòñòâèå èíòåðåñà ê àñòðîëîãèè. [From.GetSheHeCap] ïðåäóïðåäèë[From.GetEndA] ìåíÿ, ÷òî ÿ âñåãäà äîëæ[Root.GetNaEn] ïîìíèòü î âëèÿíèè çâ¸çä íà æèçíü.;;x
EVTDESCBHF23025;After making the proper calculations, I have determined that I was born under the sign of the Aries, a constellation commonly associated with fierceness and honesty.;;;;;;;;;;;Ïðîâåäÿ íåîáõîäèìûå âû÷èñëåíèÿ, ìíå óäàëîñü îïðåäåëèòü, ÷òî ÿ áûë[Root.GetEndA] ðîæäåí[Root.GetEndA] ïîä çíàêîì Îâíà, ÷òî îáû÷íî àññîöèèðóþò ñ áóéíûì íðàâîì è ÷åñòíîñòüþ.;;x
EVTDESCBHF23101;Even now that the Christians have been driven out of the great and ancient city of Rome, the monuments to their God still persist, challenging my authority as [Root.GetTitle]. I have only one option if I wish to truly claim Rome for myself...;;;;;;;;;;;Äàæå ñåé÷àñ, êîãäà [_õðèñòèàíå] áûëè èçãíàíû èç âåëèêîãî è äðåâíåãî ãîðîäà Ðèìà, ïàìÿòíèêè èõ Áîãó âñ¸ åù¸ ñóùåñòâóþò, áðîñàÿ âûçîâ ìîåìó àâòîðèòåòó. Ó ìåíÿ åñòü òîëüêî îäèí âàðèàíò, åñëè ÿ äåéñòâèòåëüíî õî÷ó çàÿâèòü î ñâî¸ì ïðàâå íà Ðèì...;;x
EVTDESCBHF23102;In a flagrant act of disrespect and carelessness for tradition and culture, [From.GetTitledFirstName] has ordered the destruction of the Holy See itself. After having priests and prelates abandon their churches in a hurry, barely giving them enough time to recover relics and books, [From.Culture.GetName] soldiers consigned the holy buildings to the flames.\nThis abominable act is certain to permanently cripple the authority of the Catholic Church for centuries to come.;;;;;;;;;;;Âîïèþùèì àêòîì íåóâàæåíèÿ è íåáðåæíîñòè ê òðàäèöèÿì è êóëüòóðå [From.GetTitledFirstName] ïðèêàçàë[From.GetEndA] óíè÷òîæèòü ñàì Ñâÿòîé Ïðåñòîë. Ïîñëå òîãî, êàê ñâÿùåííèêè è ïðåëàòû â ñïåøêå ïîêèíóëè ñâîè öåðêâè, åäâà óñïåâ çàáðàòü ðåëèêâèè è êíèãè, [From.PrimaryTitle.GetAdjective]ñêèå ñîëäàòû ïðåäàëè ñâÿùåííûå ñîîðóæåíèÿ îãíþ.\nÝòî îòâðàòèòåëüíîå äåÿíèå, ïî-âèäèìîìó ñèëüíî ïîäîðâ¸ò àâòîðèòåò êàòîëè÷åñêîé öåðêâè íà âåêà.;;x
EVTDESCBHF23119;The higher standards of living that many of my subjects have had access to since the restoration of the Empire have caused the ire of a few moralizers amongst my Christian subjects. A group of petitioners from the Church's clergy has pleaded me to put a stop to these new, luxurious customs, as they are detrimental to my people's salvation.;;;;;;;;;;;Áîëåå âûñîêèé óðîâåíü æèçíè, ê êîòîðîìó ìíîãèå ìîè ïîääàííûå ïîëó÷èëè äîñòóï ïîñëå âîññòàíîâëåíèÿ Èìïåðèè, âûçâàë ãíåâ ó íåêîòîðûõ ìîðàëèçàòîðîâ ñðåäè ìîèõ [õðèñòèàí]ñêèõ ïîääàííûõ. Ãðóïïà ïðîñèòåëåé èç öåðêîâíîãî äóõîâåíñòâà óìîëÿëà ìåíÿ ïîëîæèòü êîíåö ýòèì íîâûì ðîñêîøíûì îáû÷àÿì, òàê êàê îíè íàíîñÿò óùåðá ñïàñåíèþ ìîåãî íàðîäà.;;x
EVTDESCBHF23212;Many brave Norsemen sail from Scandinavia in search for glory and riches in the prosperous lands of the West. Only a few return from their travels as heroes, but even their stories pale in comparison to mine. \nMy palace is filled with the countless trophies I have gathered through a lifetime of endless plundering. I have laid waste of scores of towns, killed thousands, brought entire realms to their knees... \nThe land-dwellers scare children by telling stories about my exploits, while the Skalds of [Root.PrimaryTitle.GetName] swear that I must be nothing less than a Valkyr, descended from Valhalla to quench my thirst for battle.;;;;;;;;;;;Ìíîãèå îòâàæíûå íîðìàííû îòïëûâàþò èç Ñêàíäèíàâèè â ïîèñêàõ ñëàâû è áîãàòñòâà â ïðîöâåòàþùèõ çåìëÿõ Çàïàäà. Ëèøü íåìíîãèå âîçâðàùàþòñÿ èç ñâîèõ ñòðàíñòâèé ãåðîÿìè, íî äàæå èõ èñòîðèè ìåðêíóò ïî ñðàâíåíèþ ñ ìîåé. \nÌîé äâîðåö íàïîëíåí áåñ÷èñëåííûìè òðîôåÿìè, êîòîðûå ÿ ñîáðàë[Root.GetEndA] çà âñþ ñâîþ æèçíü, ïîëíóþ áåñêîíå÷íûõ ãðàáåæåé. ß ðàçðóøèë[Root.GetEndA] äåñÿòêè ãîðîäîâ, óáèâ òûñÿ÷è ëþäåé, ïîñòàâèë[Root.GetEndA] íà êîëåíè öåëûå êîðîëåâñòâà... \nÑóõîïóòíûå æèòåëè ïóãàþò äåòåé ðàññêàçàìè î ìîèõ ïîäâèãàõ, à ñêàëüäû èç [Root.PrimaryTitle.GetName] êëÿíóòñÿ, ÷òî ÿ íå êòî èíàÿ, êàê âàëüêèðèÿ, ñîøåäøàÿ èç Âàëüõàëëû, ÷òîáû óòîëèòü æàæäó áèòâû.;;x
EVTDESCBHF23215;It is not hard to persuade [scoped_pirate_mercenary.GetFirstName]. All it takes is a revealing gesture here and there, a well-placed compliment and some time alone in a burned-out hut. Once I am done with [scoped_pirate_mercenary.GetHerHim], [scoped_pirate_mercenary.GetSheHe] is more than willing to follow my army for free.;;;;;;;;;;;Óáåäèòü [scoped_pirate_mercenary.GetFirstName] íåñëîæíî. Âñ¸, ÷òî äëÿ ýòîãî íóæíî, - äåìîíñòðàòèâíûé æåñò òóò è òàì, óäà÷íî ïîäîáðàííûé êîìïëèìåíò è íåìíîãî âðåìåíè â îäèíî÷åñòâå â ñãîðåâøåé õèæèíå. Êàê òîëüêî ÿ çàêîí÷ó ñ í[scoped_pirate_mercenary.GetEyIm], [scoped_pirate_mercenary.GetSheHe] áîëåå ÷åì îõîòíî ïîñëåäóåò çà ìîåé àðìèåé, ñîâåðøåííî áåñïëàòíî.;;x
EVTDESCBHF23219;There must be some way to get into [From.GetName]. The city might be well defended, but with control over both land and sea, I have a distinct advantage over my opponents, while they have to defend a very large area of territory. I only need to think of a good idea...;;;;;;;;;;;Äîëæåí áûòü êàêîé-òî ñïîñîá ïîïàñòü â [From.GetName]. Ãîðîä ìîæåò áûòü è çàùèù¸í õîðîøî, íî, êîíòðîëèðóÿ ñóøó è ìîðå, ÿ èìåþ ÿâíîå ïðåèìóùåñòâî ïåðåä ñâîèìè ïðîòèâíèêàìè, â òî âðåìÿ êàê èì ïðèõîäèòñÿ çàùèùàòü î÷åíü áîëüøóþ òåððèòîðèþ. Ìíå íóæíî òîëüêî ïðèäóìàòü õîðîøèé ïëàí...;;x
